Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date, Current Total Commitment 
20/SW/7825,SFI Discover Programme,Science Week,,Sheila Donegan,https://orcid.org/0000-0003-3815-2467,Waterford Institute of Technology (WIT),Science Foundation Ireland,10.13039/501100001602,Kilkenny Science Festival,2020-07-01,2020-12-31," 32,800.00 "
20/COV/0021,Covid-19 Rapid Response Call ,,,Conor McGinn,https://orcid.org/0000-0001-9019-6809,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,RObots to Protect Against COVID (ROPAC),2020-08-01,2021-07-31," 164,916.00 "
20/COV/0023,Covid-19 Rapid Response Call ,,,John Dalton,https://orcid.org/0000-0003-3829-9186,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Rapid ELISA test for SARS-CoV-2 (coronavirus) disease detection and surveillance,2020-05-15,2020-12-14," 78,000.00 "
20/COV/0025,Covid-19 Rapid Response Call ,,,Martin O'Halloran,https://orcid.org/0000-0002-1650-2940,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,INSPIRE: Facilitating Non-Invasive Ventilation (NIV) during the COVID19 Crisis.,2020-05-06,2021-05-05," 193,100.00 "
20/COV/0038,Covid-19 Rapid Response Call ,,,Ignacio Martin-Loeches,https://orcid.org/0000-0002-5834-4063,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Prognostic indicators of critically ill patients with COVID-19: Impact on early immunology and survival,2020-05-06,2021-08-05," 187,751.00 "
20/COV/0045,Covid-19 Rapid Response Call ,,,Gareth Brady,https://orcid.org/0000-0001-5376-0060,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Identifying Protective Immunity in Frontline Healthcare Staff During the COVID-19 Pandemic,2020-06-29,2021-03-28," 77,510.00 "
20/COV/0048,Covid-19 Rapid Response Call ,,,Sean Doyle,https://orcid.org/0000-0003-1679-3247,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,SARS-CoV-2 Serological Test Development,2020-05-15,2021-01-14," 154,919.91 "
20/COV/0054,Covid-19 Rapid Response Call ,,,Gil U Lee,https://orcid.org/0000-0002-7949-5848,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Critical Reagent Production Addressing Supply Chain Risk for COVID-19 Diagnostics,2020-05-06,2021-02-05," 544,823.00 "
20/SW/7841,SFI Discover Programme,Science Week,,Joseph Walsh,https://orcid.org/0000-0002-6756-3700,Munster Technological University (MTU),Science Foundation Ireland,10.13039/501100001602,Kerry Science Festival – Our 2020 Vision,2020-07-01,2020-12-31," 8,312.39 "
20/COV/0063,Covid-19 Rapid Response Call ,,,Tim McCarthy,https://orcid.org/0000-0003-4865-3644,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Data Platform for Emergency Response Management (DPERM),2020-05-06,2021-02-05," 393,425.00 "
20/COV/0070,Covid-19 Rapid Response Call ,,,Denis Dowling,https://orcid.org/0000-0001-7853-2478,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,COVID-19 Rapid Response Digital Manufacturing & Innovation Hub,2020-06-03,2020-09-02," 119,472.69 "
20/COV/0075,Covid-19 Rapid Response Call ,,,Frederic Adam,https://orcid.org/0000-0001-5895-8981,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Implementing LEANBH Ambulatory Integrated Blood Pressure Monitoring in Maternity Services,2020-06-03,2021-07-02," 118,877.00 "
20/COV/0081,Covid-19 Rapid Response Call ,,,Andrew Parnell,https://orcid.org/0000-0001-7956-7939,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Computational tools for medium-term impact and recovery forecasting from COVID-19,2020-06-03,2020-12-02," 79,756.20 "
20/SW/7861,SFI Discover Programme,Science Week,,Sarah Miller,https://orcid.org/0000-0003-2782-6585,The Rediscovery Centre,Science Foundation Ireland,10.13039/501100001602,Let's Talk Science Festival 2020,2020-07-01,2020-12-31," 8,000.00 "
20/SW/7862,SFI Discover Programme,Science Week,,Amanda Branigan,https://orcid.org/0000-0001-6203-7181,Louth County Council,Science Foundation Ireland,10.13039/501100001602,Louth Science Festival 2020,2020-07-01,2020-12-31," 7,973.60 "
20/SW/7863,SFI Discover Programme,Science Week,,Carrie O'Donoghue,,Ballyhoura Development Ltd,Science Foundation Ireland,10.13039/501100001602,Ballyhoura Science Day,2020-07-01,2020-12-31," 4,586.78 "
20/SW/7865,SFI Discover Programme,Science Week,,Louise Kelly,,Irish Manufacturing Research (IMR),Science Foundation Ireland,10.13039/501100001602,Emerging Technologies for a Sustainable Future,2020-07-01,2020-12-31," 7,805.00 "
20/SW/7866,SFI Discover Programme,Science Week,,Liz McBain,https://orcid.org/0000-0002-9406-830X,British Council Ireland,Science Foundation Ireland,10.13039/501100001602,Baking in Space 2020,2020-07-01,2020-12-31," 8,000.00 "
20/SW/7869,SFI Discover Programme,Science Week,,Al Russell,,The Children's Cultural Centre Limited t/a The Ark,Science Foundation Ireland,10.13039/501100001602,Science Week at The Ark 2020,2020-07-01,2020-12-31," 8,000.00 "
20/SW/7870,SFI Discover Programme,Science Week,,Walter Kolch,https://orcid.org/0000-0001-5777-5016,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Invisible Spectrum: Engaging minority communities in science & cancer research,2020-07-01,2020-12-31," 7,867.76 "
20/COV/0093,Covid-19 Rapid Response Call ,,,Zena Moore,,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Preventing Healthcare Staff Facial Pressure Ulcers in a Covid-19 ICU,2020-06-29,2020-10-28," 41,085.69 "
20/COV/0094,Covid-19 Rapid Response Call ,,,Paul Hynds,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,"COVID-19: (Space Time) Scanning, Mobility and Intervention Diagnosis (CO/SMID)",2020-06-15,2021-08-14," 123,965.00 "
20/COV/0097,Covid-19 Rapid Response Call ,,,Lee Coffey,,Waterford Institute of Technology (WIT),Science Foundation Ireland,10.13039/501100001602,Pre-validation and expansion of COVID-19 rRT-PCR diagnostic testing,2020-06-04,2020-12-03," 105,132.70 "
20/COV/0103,Covid-19 Rapid Response Call ,,,Paul Cotter,https://orcid.org/0000-0002-5465-9068,Teagasc,Science Foundation Ireland,10.13039/501100001602,Irish Coronavirus Sequencing Consortium,2020-05-06,2021-11-05," 378,176.00 "
20/SW/7878,SFI Discover Programme,Science Week,,Daniel Vincent McCarthy,,The Festival of Curiosity Ltd,Science Foundation Ireland,10.13039/501100001602,Curiosity Accelerator @ Science Week 2020,2020-07-01,2020-12-31," 8,000.00 "
20/SW/7879,SFI Discover Programme,Science Week,,Mairéad Hurley,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Aistear Spáis,2020-07-01,2020-12-31," 8,000.00 "
20/COV/0031,Covid-19 Rapid Response Call ,,,Leonard O'Sullivan,https://orcid.org/0000-0002-0255-1979,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Rapid Advanced Production Responses to Frozen Supply Chains in Hospitals (RAPID),2020-06-15,2021-08-14," 237,215.00 "
20/SW/7884,SFI Discover Programme,Science Week,,Fergal Malone,,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,BIAS: Inequality in Women’s Health and Research,2020-07-01,2020-12-31," 7,757.91 "
20/SW/7885,SFI Discover Programme,Science Week,,Vicky Brown,https://orcid.org/0000-0002-7605-8642,Centre for Climate Change t/a Cool Planet Experience,Science Foundation Ireland,10.13039/501100001602,Cool Planet Experience,2020-07-01,2020-12-31," 8,000.00 "
20/COV/0105,Covid-19 Rapid Response Call ,,,Stephen Daniels,https://orcid.org/0000-0002-5987-9924,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Airborne environmental indicators of airborne COVID-19 in hospitals,2020-08-03,2021-06-02," 185,049.00 "
20/COV/0109,Covid-19 Rapid Response Call ,,,Bryan Hennessy,https://orcid.org/0000-0002-7871-6477,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Detection of COVID-19 infection using exhaled breath condensate,2020-06-29,2020-12-28," 57,496.00 "
20/COV/0111,Covid-19 Rapid Response Call ,,,Joan Cahill,https://orcid.org/0000-0001-6944-744X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Safe PPE -tools for improved HCW safety,2020-09-01,2021-02-28," 129,377.00 "
20/COV/0125,Covid-19 Rapid Response Call ,,,Paul O'Toole,https://orcid.org/0000-0001-5377-0824,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,COVIDBIOME; Microbiome-based biomarkers of COVID 19 disease outcomes,2020-07-08,2022-01-07," 309,007.00 "
20/DP/7906,SFI Discover Programme,,,Sarah Miller,https://orcid.org/0000-0003-2782-6585,The Rediscovery Centre,Science Foundation Ireland,10.13039/501100001602,STEM and Sustainability National Education Programme,2021-01-01,2022-12-31," 207,850.00 "
20/COV/0133,Covid-19 Rapid Response Call ,,,Jim Buckley,https://orcid.org/0000-0001-6928-6746,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,COVIGILANT: Optimizing Digital Contact Tracing from End-User/Current Practice/Idealized-Solution perspectives.,2020-06-15,2021-02-14," 192,264.00 "
20/COV/0147,Covid-19 Rapid Response Call ,,,Madeleine Lowery,https://orcid.org/0000-0001-6743-360X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Home monitoring of respiration in COVID-19 patients using smartphone technology,2020-07-08,2021-05-07," 143,685.00 "
20/COV/0151,Covid-19 Rapid Response Call ,,,Katriona O'Sullivan,https://orcid.org/0000-0001-7202-0033,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,DreamSpace: Bringing STEAM Education to homes across Ireland,2020-08-15,2021-05-14," 29,539.14 "
20/DP/7922,SFI Discover Programme,,,Mary Cunningham,https://orcid.org/0000-0002-3325-0300,National Youth Council of Ireland,Science Foundation Ireland,10.13039/501100001602,STEAM in Youth Work,2021-01-01,2022-12-31," 299,653.00 "
20/WT/IA/3674,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Investigator Awards in Science,,Simon Kelly,https://orcid.org/0000-0003-4981-3099,Health Research Board (HRB),Science Foundation Ireland,10.13039/501100001602,What dictates the extent of evidence accumulation in human decision making?,2020-04-01,2025-03-31," 208,599.00 "
18/SIRG/5504(T),SFI Starting Investigator Research Grant,,,Maria Daniela Angione,https://orcid.org/0000-0002-6373-6854,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Investigating Bacteria-Host Adhesion Mechanisms through Glycosylated 3-Dimensional Organic Film (Glyco-BastaMeD),2020-04-30,2024-04-29," 541,784.97 "
15/SIRG/3314(T),SFI Starting Investigator Research Grant,,,Nuala Mai Caffrey,https://orcid.org/0000-0002-5330-9074,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Between the Sheets - Atomic and Molecular Intercalation in Two Dimensional Layered Materials from First Principles,2020-03-01,2021-09-30," 77,857.94 "
15/SIRG/3426(T),SFI Starting Investigator Research Grant,,,Stephen Lalor,https://orcid.org/0000-0003-0882-7152,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The role of the respiratory microbiome in licensing pathogenic Th17 cells to access the CNS and mediate inflammatory demyelination,2020-01-01,2021-12-31," 125,591.87 "
12/RC/2289-P2s,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Noel O'Connor,https://orcid.org/0000-0002-4033-9135,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,INSIGHT Phase 2,2019-11-18,2020-05-17," 24,406.49 "
13/RC/2106s3,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Vincent Wade,https://orcid.org/0000-0001-6133-5160,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,ADAPT,2019-12-02,2020-06-01," 17,248.44 "
13/RC/2106s4,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Vincent Wade,https://orcid.org/0000-0001-6133-5160,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,ADAPT,2020-02-25,2020-08-24," 53,214.56 "
12/RC/2273_P2s3,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Paul Ross,https://orcid.org/0000-0003-4876-8839,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,APC Phase 2,2020-09-03,2021-03-02," 30,457.17 "
15/IA/2854s,SFI Investigator Programme,,,John Donegan,https://orcid.org/0000-0002-5240-1434,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Athermal semiconductor lasers for applications in information and communications technologies,2020-02-17,2020-08-16," 29,601.39 "
15/ERCS/3261s,SFI ERC Support Programme,,,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SFI ERC Support Programme – Madeline Lowery,2020-02-27,2020-08-26," 18,016.95 "
15/ERCS/3260s,SFI ERC Support Programme,,Maternity / Adoptive Allowance,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SFI ERC Support Programme – Lorraine Brennan,2020-02-17,2020-08-16," 18,016.95 "
13/RC/2073s6,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Abhay Pandit,https://orcid.org/0000-0002-6292-4933,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,CURAM,2020-03-16,2020-09-15," 12,700.68 "
15/SPP/E3125s5,SFI Strategic Partnership Programme,,Maternity / Adoptive Allowance,Andrew Keane,https://orcid.org/0000-0001-8527-514X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Energy Systems Integration Partnership Programme (ESIPP),2020-02-17,2020-08-16," 19,816.21 "
20/DPOP/3680,SFI Discover Programme,,,Anne Heffernan,https://orcid.org/0000-0002-4912-8422,Mind the Gap Films,Science Foundation Ireland,10.13039/501100001602,Space Academy,2020-04-10,2022-04-09," 233,593.00 "
19/US/3640,SFI US-Ireland R&D Partnership Programme,,,Thomas Walther,https://orcid.org/0000-0002-6725-4473,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Targeting the compromised brain endothelial barrier function during cerebral malaria with AT2 receptor agonists,2020-01-01,2024-12-31," 882,088.10 "
20/DP/7953,SFI Discover Programme,,,Roseanne Leddy,https://orcid.org/0000-0002-1549-5371,Lismore Heritage Centre,Science Foundation Ireland,10.13039/501100001602,STEM Workshop Programme,2021-01-01,2021-12-31," 38,686.00 "
20/COV/0155,Covid-19 Rapid Response Call ,,,Isabel Rozas,https://orcid.org/0000-0002-6658-6038,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Blocking SARS-CoVid2 infection by inhibiting the TMPRSS2 protease,2020-07-08,2021-01-07," 57,494.00 "
20/COV/0157,Covid-19 Rapid Response Call ,,,Barry Kevane,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Covid-19 coagulopathy and thrombosis: Novel prognostic and therapeutic opportunities: The COCOON study,2020-07-08,2021-09-07," 293,877.00 "
20/COV/0158,Covid-19 Rapid Response Call ,,,Liam O'Mahony,https://orcid.org/0000-0003-4705-3583,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Identify Diagnostic Biomarkers to Predict and Treat COVID-19 Sepsis,2020-07-08,2021-05-07," 246,042.00 "
20/COV/0159,Covid-19 Rapid Response Call ,,,Wim Meijer,https://orcid.org/0000-0003-1302-4338,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SARS-CoV-2 surveillance of sewage and sewage impacted waterbodies,2020-06-15,2021-02-14," 37,436.00 "
20/COV/0166,Covid-19 Rapid Response Call ,,,James Sweeney,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,The Health and Economic Impacts of Covid-19 Control Measures,2020-08-01,2021-02-28," 54,242.00 "
20/COV/0168,Covid-19 Rapid Response Call ,,,Carl Scarrott,https://orcid.org/0000-0002-3818-1551,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Early detection of secondary waves of Covid‐19 infection,2020-07-08,2021-04-07," 41,803.00 "
20/DP/7963,SFI Discover Programme,,,Caroline Seacy,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Appetite for Knowledge,2021-01-01,2021-12-31," 26,590.00 "
20/DP/7966,SFI Discover Programme,,,Ann Butler,,Junior Achievement Ire Ltd,Science Foundation Ireland,10.13039/501100001602,Our World,2021-01-01,2022-12-31," 159,820.00 "
20/DP/7967,SFI Discover Programme,,,Daniel Vincent McCarthy,,The Festival of Curiosity Ltd,Science Foundation Ireland,10.13039/501100001602,Curiosity Accelerator 2021 & 2022: Prototyping Excellence & Scaling Impact,2021-01-01,2022-12-31," 300,000.00 "
20/DP/7971,SFI Discover Programme,,,Ann Butler,,Junior Achievement Ire Ltd,Science Foundation Ireland,10.13039/501100001602,Futurewize,2021-01-01,2022-12-31," 185,810.00 "
20/COV/0185,Covid-19 Rapid Response Call ,,,Niamh Gilmartin,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,AptaGold – A rapid saliva-based COVID-19 screening assay,2020-07-08,2021-04-07," 256,428.00 "
20/COV/0189,Covid-19 Rapid Response Call ,,,Elaine Kenny,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Rapid and adjustable population-scale diagnostics via Next Generation Sequencing(NGS),2020-07-08,2021-01-07," 286,075.00 "
20/COV/0198,Covid-19 Rapid Response Call ,,,Charles Spillane,https://orcid.org/0000-0003-3318-323X,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,A rapid high-throughput CRISPR-Cas13a diagnostic platform for Covid-19 diagnostics,2020-08-15,2021-05-14," 125,809.00 "
20/COV/0203,Covid-19 Rapid Response Call ,,,Donal O'Shea,https://orcid.org/0000-0003-0594-4193,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,National Roadmap for Facial PPE Sterilization,2020-08-01,2021-07-31," 163,496.00 "
20/DP/7998,SFI Discover Programme,,,Walter Kolch,https://orcid.org/0000-0001-5777-5016,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Ensuring equity of access to a STEM placement programme,2021-01-01,2021-12-31," 49,562.94 "
20/COV/0218,Covid-19 Rapid Response Call ,,,Muhammad Atif Qureshi,https://orcid.org/0000-0003-4413-4476,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,RCES: Rapid Cues Exploratory Search Using Taxonomies For COVID-19,2020-08-15,2021-05-14," 75,648.00 "
20/DP/8006,SFI Discover Programme,,,Grace Mulcahy,https://orcid.org/0000-0001-5921-3834,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Reimagining the Future - One Health, COVID and Us  (REFOHCUS)",2021-01-01,2021-12-31," 48,118.00 "
20/COV/0221,Covid-19 Rapid Response Call ,,,Eilish McAuliffe,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Expanding Care Capacity through Remote Monitoring of COVID-19 patients,2020-08-15,2021-08-14," 217,549.00 "
20/COV/0223,Covid-19 Rapid Response Call ,,,James Jones,https://orcid.org/0000-0002-1997-4257,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Manufacture of novel COVID-19 Laryngoscopes for airway intubation,2020-07-08,2021-01-07," 43,441.51 "
20/COV/0238,Covid-19 Rapid Response Call ,,,Ahmad B. Albadarin,https://orcid.org/0000-0002-5686-564X,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Engineered Inhalable Antiviral-Composites for Pulmonary Delivery with Optimal Therapeutic Outcomes,2020-09-01,2021-05-31," 255,731.00 "
20/COV/0253,Covid-19 Rapid Response Call ,,,Niall Smith,https://orcid.org/0000-0001-7788-1991,Munster Technological University (MTU),Science Foundation Ireland,10.13039/501100001602,MASK: Making Aerosol Safety Known!,2020-08-24,2021-02-23," 58,916.00 "
20/COV/0258,Covid-19 Rapid Response Call ,,,Gerard O'Connor,https://orcid.org/0000-0002-4577-1023,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Measurement inspired laser fabrication of aerosol filter materials.,2020-09-01,2021-07-31," 137,003.00 "
20/DP/8023,SFI Discover Programme,,,Eleanor Attridge,,Federation of Irish Beekeepers' Associations (FIBKA) CLG,Science Foundation Ireland,10.13039/501100001602,Educational platform for Irish beekeepers (EDIBEE),2021-01-01,2022-12-31," 53,650.00 "
20/DP/8025,SFI Discover Programme,,,Enda O'Connell,https://orcid.org/0000-0001-7441-0262,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,ReelLIFE SCIENCE Video Competition,2021-01-01,2021-12-31," 27,987.20 "
20/COV/0214,Covid-19 Rapid Response Call ,,,Paul Cahill,https://orcid.org/0000-0002-5385-6502,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,ACE-2 primed human MSCs-derived extracellular vesicles (EVs) to treat critically ill Covid-19 patients.,2020-08-03,2021-07-02," 175,457.00 "
20/COV/0220,Covid-19 Rapid Response Call ,,,Clair Gardiner,https://orcid.org/0000-0001-5643-9432,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,"Immune genes, protective immunity and improved vaccine design",2020-09-01,2021-10-31," 262,613.00 "
20/COV/0249,Covid-19 Rapid Response Call ,,,John MacSharry,https://orcid.org/0000-0002-9528-6261,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Saliva sampling for the detection and diagnosis of COVID-19,2020-08-15,2021-04-14," 108,559.00 "
20/COV/0251,Covid-19 Rapid Response Call ,,,Niall O'Leary,https://orcid.org/0000-0002-4538-0970,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Covid-19 community wide surveillance via wastewater based epidemiology (WBE),2020-08-15,2021-07-14," 44,876.00 "
20/DP/8040,SFI Discover Programme,,,Anne Cleary,,School of Looking,Science Foundation Ireland,10.13039/501100001602,Eco Showboat Expedition 2021,2021-01-01,2022-12-31," 49,510.00 "
20/COV/0264,Covid-19 Rapid Response Call ,,,Alberto Alvarez-Iglesias,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Quantifying the Effects of Public Health Interventions in Ireland,2020-08-15,2021-10-14," 53,205.00 "
20/COV/0280,Covid-19 Rapid Response Call ,,,Paul Leonard,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Antibody-based testing hub for serological assay validation,2020-09-01,2020-12-31," 83,006.95 "
20/COV/0281,Covid-19 Rapid Response Call ,,,Michael Prentice,https://orcid.org/0000-0003-1117-2388,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Novel airborne surveillance of SARS-CoV2 in healthcare and airport environments.,2020-08-15,2021-03-14," 79,585.48 "
20/COV/0286,Covid-19 Rapid Response Call ,,,Peter Davern,https://orcid.org/0000-0002-4696-859X,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Development of user-friendly scalable manufacturing process for guanidine thiocyanate,2020-08-17,2021-08-16," 78,000.00 "
20/DP/8052,SFI Discover Programme,,,Helen Osment,,The Institution of Engineering and Technology,Science Foundation Ireland,10.13039/501100001602,Igniting Curiosity in STEM: IET FIRST LEGO League,2021-01-01,2022-12-31," 299,300.00 "
20/COV/0191,Covid-19 Rapid Response Call ,,,Hossein Javidnia,https://orcid.org/0000-0002-5640-4798,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Investigating Psychological and Social Effects of Covid-19: A Call for Action,2020-07-08,2020-12-07," 58,567.00 "
20/COV/0217,Covid-19 Rapid Response Call ,,,Jane Suiter,https://orcid.org/0000-0002-2747-8069,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,The COVID-19 Irish Citizens’ Online Forum,2020-08-15,2020-11-14," 84,494.20 "
20/COV/0229,Covid-19 Rapid Response Call ,,,Irina Tal,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,PRIVATT - Assessing Irish Attitudes to Privacy in Times of COVID19,2020-07-08,2021-04-07," 72,583.00 "
20/DP/8058,SFI Discover Programme,,,Eoin Byrne,,Munster Technological University (MTU),Science Foundation Ireland,10.13039/501100001602,Cyber Academy,2021-01-01,2021-12-31," 49,685.00 "
20/DP/8059,SFI Discover Programme,,,Sylvia Leatham,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Manufacturing in the classroom: I-Form’s 3D printing for teachers programme,2021-01-01,2021-12-31," 31,800.00 "
20/DP/8060,SFI Discover Programme,,,Brendan Tangney,https://orcid.org/0000-0001-5586-9289,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Girls Coding - CodePlus,2021-01-01,2022-12-31," 214,628.00 "
20/COV/0225,Covid-19 Rapid Response Call ,,,Derek O'Keeffe,https://orcid.org/0000-0001-8501-2382,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,An Innovative Digital Acoustic Biomarker for COVID19,2020-08-15,2021-08-14," 125,649.00 "
20/DP/8067,SFI Discover Programme,,,Rosemary Monahan,https://orcid.org/0000-0003-3886-4675,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,CoCoA: Co-create Collaborate Activate - Advancing Computational Thinking Education,2021-01-01,2022-12-31," 149,375.77 "
20/DP/8071,SFI Discover Programme,,,Muriel Grenon,https://orcid.org/0000-0002-9910-5974,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Cell EXPLORERS,2021-01-01,2022-12-31," 267,636.00 "
20/COV/0305,Covid-19 Rapid Response Call ,,,Paddy Mallon,https://orcid.org/0000-0002-4337-6222,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Detection and quantification of neutralising antibodies against COVID-19 infection.,2020-07-13,2021-04-12," 220,312.00 "
20/COV/0306,Covid-19 Rapid Response Call ,,,Darach Ó Ciardha,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Tracking COVID19 and identifying patients at high risk of contracting COVID19 using GP data.,2020-09-15,2021-02-14," 45,847.00 "
20/COV/0308,Covid-19 Rapid Response Call ,,,Dermot Brougham,https://orcid.org/0000-0002-1270-8415,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Next Generation Magnetic Beads for enhanced viral RNA detection and improved COVID19 Testing, Securing Supply, Improving Performance.",2020-07-08,2021-04-07," 85,649.00 "
20/COV/0310,Covid-19 Rapid Response Call ,,,Michael Gilchrist,https://orcid.org/0000-0003-1765-429X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Development of Plastic Packaging and Film Resistant to Covid-19,2020-09-01,2021-05-31," 155,073.00 "
20/COV/0311,Covid-19 Rapid Response Call ,,,Gregory O'Hare,https://orcid.org/0000-0002-5124-1686,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,COMBAT: (COVID-19 Modelling through agent-BAsed Techniques),2020-09-15,2021-09-14," 303,424.00 "
20/COV/0312,Covid-19 Rapid Response Call ,,,Colin Doherty,https://orcid.org/0000-0002-8869-8567,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Analysing blood-brain barrier integrity to inform on protection from CoVID-19 associated encephalopathy.,2020-08-01,2021-05-31," 65,189.00 "
20/DP/8100,SFI Discover Programme,,,Liz McBain,https://orcid.org/0000-0002-9406-830X,British Council Ireland,Science Foundation Ireland,10.13039/501100001602,FameLab Ireland 2021,2021-01-01,2021-12-31," 49,500.00 "
20/DP/8104,SFI Discover Programme,,,Aoife Deane,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Dingle Peninsula 2030 - A Model Enabling Community-led Climate Action,2021-01-01,2022-12-31," 282,045.00 "
