Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date, Current Total Commitment 
11/PI/1005,SFI Principal Investigator Programme,,,Cormac Taylor,https://orcid.org/0000-0002-0946-1247,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Regulation of inflammatory gene expression during hypoxic inflammation.,2012-06-01,2018-05-31," 1,151,739.12 "
11/PI/1014,SFI Principal Investigator Programme,,,Marina Lynch,https://orcid.org/0000-0002-4631-0499,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Modulating microglial function and its impact on neuronal function,2012-10-01,2016-12-31," 1,483,870.46 "
11/PI/1020,SFI Principal Investigator Programme,,,Uri Frank,https://orcid.org/0000-0003-2094-6381,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Stem cell fate in Hydractinia: a marine cnidarian,2012-09-01,2018-12-31," 984,519.42 "
11/PI/1026,SFI Principal Investigator Programme,,,James Gleeson,https://orcid.org/0000-0003-3410-2817,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Modelling dynamics on complex networks,2012-04-01,2016-09-30," 738,481.00 "
11/PI/1027,SFI Principal Investigator Programme,,,Finbarr O'Sullivan,https://orcid.org/0000-0002-7938-4697,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Statistical Methods for Molecular Imaging of Cancer with PET,2012-10-01,2019-05-31," 1,427,770.57 "
11/PI/1034,SFI Principal Investigator Programme,,,Desmond Higgins,https://orcid.org/0000-0002-3952-3285,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Clustal Omega and the future of Multiple Alignments,2012-07-01,2018-06-30," 1,236,856.97 "
11/PI/1036,SFI Principal Investigator Programme,,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,New immunotherapeutic approaches based on the Th1/Th17 axis and its regulation,2012-10-01,2017-12-31," 2,820,202.00 "
11/PI/1037,SFI Principal Investigator Programme,,,Oliver Blacque,https://orcid.org/0000-0003-1598-2695,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Dissecting secretory and endocytic membrane transport pathways in targeting proteins to cilia, a prevalent disease-associated cellular organelle",2012-04-01,2017-12-31," 1,023,218.30 "
11/PI/1048,SFI Principal Investigator Programme,,,Hans-Benjamin Braun,https://orcid.org/0000-0003-3486-4125,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Physics behind next generation magnetic storage technologies,2012-04-01,2018-12-31," 1,142,934.17 "
11/PI/1056,SFI Principal Investigator Programme,,,Andrew Bowie,https://orcid.org/0000-0001-5316-4373,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Sensing and signalling in anti-viral innate immunity,2012-07-01,2017-11-30," 1,840,729.72 "
11/PI/1066,SFI Principal Investigator Programme,,,James O'Donnell,https://orcid.org/0000-0003-0309-3313,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Defining the molecular mechanisms responsible for clearance of the von Willebrand factor - factor VIII complex ,2012-04-01,2016-09-30," 1,129,687.00 "
11/PI/1071(X),SFI Principal Investigator Programme,,,Donal O'Shea,https://orcid.org/0000-0003-0594-4193,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,BF2-Tetraarylazadipyrromethene Based Stimuli-Responsive Near-Infrared Fluorescent Imaging Platforms,2012-04-01,2016-03-31," 193,418.43 "
11/PI/1080,SFI Principal Investigator Programme,,,Peter Humphries,https://orcid.org/0000-0003-2928-5700,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,On Prevention of Degenerative Retinopathies,2012-08-01,2017-07-31," 2,437,034.00 "
11/PI/1087,SFI Principal Investigator Programme,,,Jonathan Coleman,https://orcid.org/0000-0001-9659-9721,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,2D atomic crystal-nanoconductor hybrids: High conductivity nano-structured materials for energy applications,2012-10-01,2017-09-30," 1,075,960.00 "
11/PI/1103,SFI Principal Investigator Programme,,,Jennifer McElwain,https://orcid.org/0000-0002-1729-6755,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Predicting biome-level vegetation responses to future global change: Implications for future flood risk,2012-03-01,2018-02-28," 1,042,044.29 "
11/PI/1105,SFI Principal Investigator Programme,,,Hongzhou Zhang,https://orcid.org/0000-0002-1188-7810,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Helium-ion microscopy for graphene-based nanodevices,2012-04-01,2017-03-31," 607,852.30 "
11/PI/1108,SFI Principal Investigator Programme,,,Hugh J. Byrne,https://orcid.org/0000-0002-1735-8610,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Advancing Vibrational Spectroscopy for Cellular and Sub Cellular Analysis,2012-04-01,2018-07-31," 1,033,706.77 "
11/PI/1117,SFI Principal Investigator Programme,,,Martyn Pemble,https://orcid.org/0000-0002-2349-4520,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,New Materials and Devices for Optical Applications via the use of Hybrid Technologies: Colloidal Crystallisation and Advanced Thin Film Deposition,2012-04-02,2016-10-01," 1,757,964.54 "
11/PI/1119,SFI Principal Investigator Programme,,,Helen Roche,https://orcid.org/0000-0002-0628-3318,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Dietary fatty acids: impact on inflammasome driven adipose inflammation and insulin resistance – novel therapeutic targets,2012-01-01,2017-06-30," 990,513.96 "
11/PI/1128,SFI Principal Investigator Programme,,,Paul Cahill,https://orcid.org/0000-0002-5385-6502,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Notch signaling and Vascular Remodeling - a Novel target for Therapeutic Intervention,2012-03-01,2017-02-28," 857,727.64 "
11/PI/1137,SFI Principal Investigator Programme,,,Paul Cotter,https://orcid.org/0000-0002-5465-9068,Teagasc,Science Foundation Ireland,10.13039/501100001602,Obesibiotics,2012-03-01,2018-02-28," 1,163,002.00 "
11/PI/1139,SFI Principal Investigator Programme,,,Rosemary O'Connor,https://orcid.org/0000-0002-0687-3422,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,IGF-I Receptor signalling and regulation,2012-04-01,2017-06-30," 1,597,595.23 "
11/PI/1148,SFI Principal Investigator Programme,,,Kevin M Ryan,https://orcid.org/0000-0003-3670-8505,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,"Growth, Oriented Attachment and Large scale Vertical Assembly of Ternary and Quaternary Semiconductor Nanorods for Low Cost Photovoltaics",2012-03-01,2018-08-31," 875,623.00 "
11/PI/1152,SFI Principal Investigator Programme,,,Niall Smith,https://orcid.org/0000-0001-7788-1991,Munster Technological University (MTU),Science Foundation Ireland,10.13039/501100001602,Frequency Combs Generated by Semiconductor Lasers for Metrology And Telecommunications,2012-09-01,2017-02-28," 811,758.03 "
11/PI/1166,SFI Principal Investigator Programme,,,Emmeline Hill,https://orcid.org/0000-0002-1805-2250,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Integrated genomics approaches to understanding genetic contributions to system-wide exercise physiology parameters in a large animal model.,2012-04-01,2019-03-31," 1,762,756.88 "
11/PI/1177(X),SFI Principal Investigator Programme,,,Doug Leith,https://orcid.org/0000-0003-4056-4014,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Green Transport & Communication Networks,2012-08-01,2014-11-30," 1,129,168.72 "
11/PI/1188,SFI Principal Investigator Programme,,,Sean Doyle,https://orcid.org/0000-0003-1679-3247,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,"Self-protection against redox-active metabolites in the important human pathogen, Aspergillus fumigatus: A mechanistic investigation.",2012-02-01,2016-10-31," 808,817.25 "
11/PI/1198,SFI Principal Investigator Programme,,,Orla Feely,https://orcid.org/0000-0003-3426-6854,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Nonlinear effects in circuits and systems –  analysis, control and applications",2012-04-01,2017-03-31," 839,452.50 "
11/PI/1201,SFI Principal Investigator Programme,,,Saibal Roy,https://orcid.org/0000-0003-4366-597X,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Vibration based wideband electromagnetic micropower generators on silicon: MEMS to NEMS,2012-04-01,2017-09-30," 1,149,468.24 "
11/PI/1206,SFI Principal Investigator Programme,,,Patrick Guiry,https://orcid.org/0000-0002-2612-8569,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Asymmetric Synthesis and Biological Evaluation of Lipoxin Analogues and Tetrahydrofuran Derivatives,2012-04-01,2018-09-30," 1,674,540.00 "
12/IA/1239,SFI Investigator Programme,Investigator Award,,Amir Khan,https://orcid.org/0000-0003-1176-6952,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Molecular Aspects of Immune Evasion and Subversion of Membrane Trafficking by Pathogens,2013-07-01,2019-07-31," 1,222,914.84 "
12/IA/1255,SFI Investigator Programme,Investigator Award,,Martin Caffrey,https://orcid.org/0000-0002-2931-4551,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Membrane Structural and Functional Biology: Tackling communicable and non-communicable diseases at the membrane level.,2013-05-01,2018-04-30," 2,486,072.00 "
12/IP/1263,SFI Investigator Programme,Investigator Project,,Ken Duffy,https://orcid.org/0000-0001-5587-9356,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Quantitative analysis of immune cell fate: stochastic competition and censorship,2013-04-01,2017-09-30," 229,233.00 "
12/IA/1264,SFI Investigator Programme,Investigator Award,,Igor Shvets,https://orcid.org/0000-0001-7451-5435,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Science of p-type transparent conducting oxides: materials towards transparent electronics,2013-04-01,2020-03-31," 1,931,601.00 "
12/IA/1267,SFI Investigator Programme,Investigator Award,,Anding Zhu,https://orcid.org/0000-0002-8911-0905,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Green Power Amplifier Technologies for Future Wideband Reconfigurable Wireless Communication Systems (GrePATech),2013-04-01,2018-03-31," 985,205.65 "
12/IA/1270,SFI Investigator Programme,Investigator Award,,Paul Townsend,https://orcid.org/0000-0001-6373-2872,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Next Generation Photonic Access and Data Communication Systems ,2013-05-01,2019-04-30," 2,575,245.79 "
12/IP/1273,SFI Investigator Programme,Investigator Project,,Paula Colavita,https://orcid.org/0000-0003-1008-2874,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Understanding lipid/carbon interactions for the rational design of biomaterials ,2013-04-01,2017-10-31," 306,268.00 "
12/IP/1275,SFI Investigator Programme,Investigator Project,,Fintan Kelleher,https://orcid.org/0000-0001-5507-9092,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Implementation of Gold Quantitation Immuno-Electrochemistry (AURO-QUANT),2013-04-01,2018-06-30," 347,881.45 "
12/IP/1286,SFI Investigator Programme,Investigator Project,,David Finlay,https://orcid.org/0000-0003-2716-6679,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Characterising the role of mammalian Target Of Rapamcyin Complex 1 (mTORC1)/Srebp1c signaling in directing the differentiation and function of T cell subsets.,2013-04-01,2017-03-31," 261,650.00 "
12/IP/1288,SFI Investigator Programme,Investigator Project,,Sheila McBreen,https://orcid.org/0000-0002-1477-618X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Advances in gamma-ray Space Science using Silicon Photomultipliers,2013-07-01,2017-07-31," 247,580.58 "
12/IA/1294,SFI Investigator Programme,Investigator Award,,Leonie Young,https://orcid.org/0000-0001-9617-7983,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,SRC-1 mediation of cancer cell reprogramming in endocrine resistant breast cancer,2013-05-01,2019-09-30," 675,446.41 "
12/IA/1300,SFI Investigator Programme,Investigator Award,,Yurii Gun'ko,https://orcid.org/0000-0002-4772-778X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Chiral inorganic nanomaterials,2013-07-01,2017-12-31," 808,173.00 "
12/IP/1305,SFI Investigator Programme,Investigator Project,,Darren Griffith,https://orcid.org/0000-0002-5546-7244,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Novel Strategy for Overcoming Chemoresistance and Toxicity Associated with Platinum Anti-cancer Compounds,2013-04-01,2017-06-30," 191,571.28 "
12/IA/1306,SFI Investigator Programme,Investigator Award,,Werner Blau,https://orcid.org/0000-0002-9666-7058,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Systematic Bottom-Up Assembly of Nanocarbon Based Photonic Materials,2013-03-01,2018-02-28," 597,214.00 "
12/IP/1308,SFI Investigator Programme,Investigator Project,,Jens Carlsson,https://orcid.org/0000-0002-9262-5627,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Taxonomy and connectivity of animal species at the Moytirra hydrothermal vent field: developing methods for assessing ecological impacts of mineral extraction in the deep-sea ,2013-04-01,2015-06-30," 188,212.77 "
12/IP/1313,SFI Investigator Programme,Investigator Project,,Volker Rath,https://orcid.org/0000-0001-9558-6726,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,IRECCSEM: Evaluating Ireland's potential for onshore carbon sequestration and storage using electromagnetics,2013-04-01,2017-03-31," 278,209.00 "
12/IP/1315,SFI Investigator Programme,Investigator Project,,Gerard McGlacken,https://orcid.org/0000-0002-7821-0804,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,"The Direct Arylation of Pyrones, Coumarins, Pyridones and Quinolones",2013-04-01,2017-12-31," 377,093.00 "
12/IP/1322,SFI Investigator Programme,Investigator Project,,Leigh Jones,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,The Strategic Construction of Magnetic Coolant Materials,2013-04-01,2013-12-31," 7,493.27 "
12/IA/1335,SFI Investigator Programme,Investigator Award,,Pavel Baranov,https://orcid.org/0000-0001-9017-0270,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Development of computational resources for the analysis of Genome Wide Information on Protein Synthesis (GWIPS).,2013-04-01,2017-12-31," 1,612,534.00 "
12/IA/1343,SFI Investigator Programme,Investigator Award,,Geraldine Butler,https://orcid.org/0000-0002-1770-5301,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Post-genomic analysis of biofilm and virulence characteristics of the pathogenic yeast, Candida parapsilosis.",2013-07-01,2018-12-31," 1,342,236.89 "
12/IP/1351,SFI Investigator Programme,Investigator Project,,Jim Buckley,https://orcid.org/0000-0001-6928-6746,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Establishing best practice in Software Architecture Consistency Processes,2013-06-03,2017-06-02," 273,270.00 "
12/IP/1359,SFI Investigator Programme,Investigator Project,,Gary Donohoe,https://orcid.org/0000-0003-3037-7426,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Characterising the neural basis of social cognition deficits in schizophrenia using imaging genetics,2013-04-01,2016-09-30," 283,268.12 "
12/IP/1369,SFI Investigator Programme,Investigator Project,,Geraldine Boylan,https://orcid.org/0000-0003-0920-5291,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Automated assessment of brain maturation in the preterm infant using EEG,2013-04-01,2016-03-31," 145,614.55 "
12/IA/1370,SFI Investigator Programme,Investigator Award,,Kevin Sullivan,https://orcid.org/0000-0002-5374-8245,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Structure and assembly of vertebrate kinetochore-associated chromatin,2013-03-01,2017-12-31," 380,672.40 "
12/IA/1381,SFI Investigator Programme,Investigator Award,,David Gregg,https://orcid.org/0000-0003-3782-4612,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Data-centric ultra-low power embedded computing,2013-04-01,2020-08-31," 474,614.03 "
12/IP/1390,SFI Investigator Programme,Investigator Project,,Bernie Creaven,https://orcid.org/0000-0002-3072-4064,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Novel Dual SOD/CAT mimics: New Therapeutic Strategy for Oxidative Stress Related Diseases?,2013-04-01,2018-06-30," 203,361.11 "
12/IA/1398,SFI Investigator Programme,Investigator Award,,Paul Murphy,https://orcid.org/0000-0002-1529-6540,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Glycoside & glycoconjugate synthesis through development and application of chelation induced anomerization,2013-04-01,2018-03-31," 1,009,886.00 "
12/IP/1400,SFI Investigator Programme,Investigator Project,,Emma Creagh,https://orcid.org/0000-0001-7631-4370,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Identification & Functional Characterisation of Novel Inflammatory Mediators.,2013-09-02,2018-09-01," 209,404.95 "
12/IP/1408,SFI Investigator Programme,Investigator Project,,Anne Marie Healy,https://orcid.org/0000-0001-5093-9786,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Co-processing of active pharmaceutical ingredients with functional excipients to prevent unintentional generation of amorphous phase,2013-04-01,2017-03-31," 187,936.81 "
12/IA/1414,SFI Investigator Programme,Investigator Award,,Graeme Watson,https://orcid.org/0000-0001-6732-9474,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Understanding the role of interfaces in solid oxide fuel cell efficiency: Optimising materials through predictive computer simulation,2013-04-01,2019-03-31," 880,320.71 "
12/IP/1420,SFI Investigator Programme,Investigator Project,,Mary Frances Heaney,https://orcid.org/0000-0002-4603-0278,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,"“Clickable” Azobenzenes, New Molecular Glues for Generation of Photoresponsive Biomolecular Scaffolds capable of Answering Biological Questions",2013-04-01,2018-03-31," 219,882.00 "
12/IA/1421,SFI Investigator Programme,Investigator Award,,Ed Lavelle,https://orcid.org/0000-0002-3167-1080,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Modulation of innate and adaptive immunity by particulate adjuvants for improved parenteral and mucosal vaccination ,2013-04-01,2020-02-29," 1,797,269.00 "
12/IA/1422,SFI Investigator Programme,Investigator Award,,Kenneth A. Dawson,https://orcid.org/0000-0002-0568-6588,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Biological Identity of Nanoparticles Dispersed in Biological Media,2013-04-01,2017-11-30," 1,771,255.99 "
12/IP/1424,SFI Investigator Programme,Investigator Project,,Nial Friel,https://orcid.org/0000-0003-4778-0254,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Advances for the probabilistic analysis of network data,2013-04-01,2017-09-30," 272,172.90 "
12/IA/1449,SFI Investigator Programme,Investigator Award,,Suzi Jarvis,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Nanoscale aqueous-substrate interfaces,2013-05-01,2016-06-30," 551,358.18 "
12/IP/1459,SFI Investigator Programme,Investigator Project,,Garry Fleming,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,DENTAL glass-ionomer restoratives: Development of an Enhanced Novel Tailored Aesthetic Ligand based glass-ionomer restorative,2013-04-01,2017-03-31," 215,699.93 "
12/IA/1477,SFI Investigator Programme,Investigator Award,,Paul McLoughlin,https://orcid.org/0000-0001-6200-016X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The role of the bone morphogenetic antagonist gremlin in the pathogenesis of chronic hypoxic lung disease,2013-04-01,2019-06-30," 1,329,635.24 "
12/IA/1482,SFI Investigator Programme,Investigator Award,,John Boland,https://orcid.org/0000-0002-3229-8038,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Atom Level Engineering of Material-on-Insulator Devices and Sensors,2013-04-01,2018-03-31," 1,653,694.95 "
12/IP/1491,SFI Investigator Programme,Investigator Project,,Miguel Bustamante,https://orcid.org/0000-0003-3360-0304,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Genesis and Development of Extreme Events in Fluids,2013-04-01,2017-12-31," 271,028.00 "
12/IP/1492,SFI Investigator Programme,Investigator Project,,John Atkins,https://orcid.org/0000-0001-7933-0165,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Using ribosome profiling to study translation initiation/elongation and facilitate optimization of protein synthesis,2013-04-01,2017-09-30," 381,030.00 "
12/IP/1493,SFI Investigator Programme,Investigator Project,,David Clarke,https://orcid.org/0000-0001-9082-0501,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,"Characterizaton of choA, a gene encoding a novel cholesterol-degrading activity in the human gut microbiome",2013-04-01,2017-07-31," 244,318.00 "
12/IP/1494,SFI Investigator Programme,Investigator Project,,Fiona Lyng,https://orcid.org/0000-0002-9876-963X,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,"Identification of clinically important, high risk oral lesions using Raman spectroscopy",2013-04-01,2017-09-30," 193,700.00 "
12/IP/1497,SFI Investigator Programme,Investigator Project,,Nicolas Touzet,https://orcid.org/0000-0002-8524-9184,"Institute of Technology, Sligo (ITS)",Science Foundation Ireland,10.13039/501100001602,Physiology and molecular biology of microalgae for the biorefining of valuable metabolites,2013-04-01,2017-09-30," 357,709.00 "
12/IP/1502,SFI Investigator Programme,Investigator Project,,Dagmar Stengel,https://orcid.org/0000-0001-5871-9550,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,"Iodine in commercially valuable Irish seaweeds: variability, pathways, and implications for industrial applications",2013-04-01,2016-05-31," 244,066.44 "
12/IP/1508,SFI Investigator Programme,Investigator Project,,Corrado Santocanale,https://orcid.org/0000-0003-1337-5656,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Cdc7 regulation of Claspin stability and its effect on cell cycle checkpoint function  ,2013-04-01,2017-09-30," 292,282.00 "
12/IP/1519,SFI Investigator Programme,Investigator Project,,Xinmin Zhan,https://orcid.org/0000-0002-9101-1404,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Green Farm: Development of On-Farm Co-Digestion of the Organic Fraction of Municipal Solid Waste and Animal Manure for Bioenergy Production and Resource Recycling,2013-04-01,2017-12-31," 359,863.40 "
12/IP/1520,SFI Investigator Programme,Investigator Project,,Katherine Howell,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Elucidating the the potential therapuetic role of Erythropoietin in the treatment of Emphysema,2013-04-17,2020-03-16," 349,276.93 "
12/IP/1523,SFI Investigator Programme,Investigator Project,,Martin Glavin,https://orcid.org/0000-0003-1477-4835,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Breast Cancer detection and classification using Ultra Wideband Radar Tomography,2013-04-01,2017-09-30," 240,891.20 "
12/IA/1531,SFI Investigator Programme,Investigator Award,,Luke O'Neill,https://orcid.org/0000-0002-4333-2748,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Novel regulators of the Nlrp3 inflammasome and IL-1beta: prospects for novel therpeutics and diagnostics for inflammatory diseases,2013-03-01,2018-02-28," 2,385,259.00 "
12/IP/1532,SFI Investigator Programme,Investigator Project,,Rachel McLoughlin,https://orcid.org/0000-0003-4553-018X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Understanding cellular immunity to Staphylococcus aureus is required for novel anti-S. aureus vaccine design,2013-04-01,2017-03-31," 384,042.00 "
12/IA/1537,SFI Investigator Programme,Investigator Award,,Yvonne Nolan,https://orcid.org/0000-0003-2426-234X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The nuclear receptor TLX as a cell intrinsic regulator underlying inflammation and stress-induced changes in hippocampal neurogenesis: relevance to cognitive disorders,2013-04-01,2018-09-30," 1,082,571.00 "
12/IA/1547,SFI Investigator Programme,Investigator Award,,Mani Ramaswami,https://orcid.org/0000-0001-7631-0468,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,"Translational control of neuronal mRNAs: its mechanisms, and roles in memory and neurodegeneration.",2013-04-01,2017-03-31," 1,430,853.00 "
12/IA/1554,SFI Investigator Programme,Investigator Award,,Daniel J Kelly,https://orcid.org/0000-0003-4091-0992,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,A tissue engineered biological joint replacement prosthesis for the treatment of degenerative joint disease,2013-09-01,2018-08-31," 1,717,693.96 "
12/IP/1556,SFI Investigator Programme,Investigator Project,,James Rice,https://orcid.org/0000-0002-1035-5708,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Patterned nanomaterial’s using ferroelectric lithography for enhanced optical imaging        ,2013-04-01,2017-08-31," 232,809.00 "
12/IP/1565,SFI Investigator Programme,Investigator Project,,Rachel McDonnell,https://orcid.org/0000-0002-1957-2506,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Cartoon Motion: Stylised facial animation from motion capture,2013-03-01,2018-10-31," 267,235.33 "
12/IA/1570,SFI Investigator Programme,Investigator Award,,Kevin Devine,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Cell wall metabolism in Gram positive bacteria: investigating its regulation and exploiting its therapeutic potential.,2013-05-01,2017-10-31," 1,226,465.69 "
12/IA/1576,SFI Investigator Programme,Investigator Award,,Dermot Brabazon,https://orcid.org/0000-0003-3214-6381,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Laser processing for fabrication of advanced liquid chromatographic systems,2013-04-01,2018-09-30," 821,262.00 "
12/IA/1601,SFI Investigator Programme,Investigator Award,,Stephen Fahy,https://orcid.org/0000-0002-4345-9415,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Ultrafast energy dissipation in semimetals and semiconductors: Simulation based on first-principles electronic structure theory ,2013-08-01,2019-07-31," 1,206,153.59 "
12/IP/1608,SFI Investigator Programme,Investigator Project,,Rachel Evans,https://orcid.org/0000-0003-2956-4857,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,High-Efficiency Conjugated Polymer-Inorganic Hybrids as Luminescent Solar Concentrators for Photovoltaics,2013-04-01,2017-11-30," 325,511.50 "
12/IP/1620,SFI Investigator Programme,Investigator Project,,David O'Connell,https://orcid.org/0000-0002-6461-7750,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Novel affinity matrices for purification of biotherapeutics,2013-04-01,2017-08-31," 264,317.00 "
12/IA/1624,SFI Investigator Programme,Investigator Award,,Thomas Ritter,https://orcid.org/0000-0001-7709-8489,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Novel therapeutic approaches to improve corneal allograft survival by cell and gene therapy and insights into the mechanism of action,2013-04-01,2019-03-31," 1,295,312.35 "
12/IA/1645,SFI Investigator Programme,Investigator Award,,Stephen Connon,https://orcid.org/0000-0003-2984-9246,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,"Anhydrides as nucleophiles in new catalytic asymmetric processes: development, scope expansion and application in drug development ",2013-04-01,2018-12-31," 1,292,607.85 "
12/IP/1658,SFI Investigator Programme,Investigator Project,,John Gerard McInerney,https://orcid.org/0000-0003-1601-328X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Pulsed semiconductor lasers for metrology and remote sensing: synchronisation and stabilisation dynamics,2013-03-01,2016-09-30," 199,022.46 "
12/IP/1662,SFI Investigator Programme,Investigator Project,,James Lunney,https://orcid.org/0000-0003-3430-5198,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Pulsed laser deposition of thin films at atmospheric pressure,2013-04-01,2018-03-31," 252,595.00 "
