country	funding_body	url_source	date	collected_by	file_name
USA	NSF	https://beta.nsf.gov/funding/opportunities/science-technology-engineering-and-mathematics-education-postdoctoral	25/06/2022	Michael	NSF_STEM_Ed_PRF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advancing-informal-stem-learning-aisl	25/06/2022	Michael	NSF_AISL.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advancing-informal-stem-learning-equity-resource-center	25/06/2022	Michael	NSF_AISL-RC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/discovery-research-prek-12-drk-12	25/06/2022	Michael	NSF_DRK-12.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/innovative-technology-experiences-students-and-teachers-itest	25/06/2022	Michael	NSF_ITEST.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advanced-technological-education-ate	25/06/2022	Michael	NSF_ATE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/improving-undergraduate-stem-education-education-and-human-resources-iuse-ehr	25/06/2022	Michael	NSF_IUSE-EHR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-scholarships-science-technology-engineering-and-mathematics-program-s	25/06/2022	Michael	NSF_S-STEM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/robert-noyce-teacher-scholarship-program	25/06/2022	Michael	NSF_RNTSP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/pathways-earth-ocean-polar-and-atmospheric-geospace-sciences-geopaths	25/06/2022	Michael	NSF_GEOPAths.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/national-stem-education-distributed-learning-nsdl	25/06/2022	Michael	NSF_NSDL.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advancing-innovation-and-impact-undergraduate-stem-education-two-year	25/06/2022	Michael	NSF_AIIU2.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/hsi-program-network-resource-centers-and-hubs-hsi-net	25/06/2022	Michael	NSF_HSI-Net.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/improving-undergraduate-stem-education-hispanic-serving-institutions-hsi	25/06/2022	Michael	NSF_HSI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/scholarships-stem-network-s-stem-net	25/06/2022	Michael	NSF_S-STEM-Net.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/alliances-graduate-education-and-professoriate-agep	25/06/2022	Michael	NSF_AGEP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/centers-research-excellence-science-and-technology-crest-and-hbcu-research	25/06/2022	Michael	NSF_CREST.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/historically-black-colleges-and-universities-undergraduate-program-hbcu	25/06/2022	Michael	NSF_HBCU_UP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/louis-stokes-alliances-minority-participation	25/06/2022	Michael	NSF_LSAMP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/lsamp-national-coordination-hub-and-louis-stokes-community-resource-centers	25/06/2022	Michael	NSF_LSAMP_Hub.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/tribal-colleges-and-universities-program-tcup	25/06/2022	Michael	NSF_TCUP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/catalysis-1	25/06/2022	Michael	NSF_Catalysis.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/electrochemical-systems-0	25/06/2022	Michael	NSF_ECSys.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/interfacial-engineering	25/06/2022	Michael	NSF_IE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/process-systems-reaction-engineering-and-molecular-thermodynamics-1	25/06/2022	Michael	NSF_PSREMT.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/biophotonics-1	25/06/2022	Michael	NSF_Biophotonics.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/biosensing-0	25/06/2022	Michael	NSF_Biosensing.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cellular-and-biochemical-engineering	25/06/2022	Michael	NSF_Cell_BcE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/disability-and-rehabilitation-engineering-dare-1	25/06/2022	Michael	NSF_DARE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/engineering-biomedical-systems	25/06/2022	Michael	NSF_EBMS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/environmental-engineering-1	25/06/2022	Michael	NSF_EE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/environmental-sustainability-1	25/06/2022	Michael	NSF_EnvS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nanoscale-interactions	25/06/2022	Michael	NSF_NI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/combustion-and-fire-systems-2	25/06/2022	Michael	NSF_CFS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/fluid-dynamics-1	25/06/2022	Michael	NSF_FD.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/particulate-and-multiphase-processes-1	25/06/2022	Michael	NSF_PMP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/thermal-transport-processes-1	25/06/2022	Michael	NSF_TTP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/accelerating-innovations-biomanufacturing-approaches-through-collaboration	25/06/2022	Michael	NSF_DOE-ABF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/computational-and-data-enabled-science-and-engineering-cdse-0	25/06/2022	Michael	NSF_CDSnE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/designing-synthetic-cells-beyond-bounds-evolution-designer-cells	25/06/2022	Michael	NSF_DC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ecosystem-leading-innovation-plasma-science-and-engineering-eclipse	25/06/2022	Michael	NSF_ECLIPSE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/engineering-research-initiation-eri	25/06/2022	Michael	NSF_ERI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/environmental-convergence-opportunities-chemical-bioengineering-environmental	25/06/2022	Michael	NSF_ECO-CBET.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-directorate-engineering-ukri-engineering-and-physical-sciences-research	25/06/2022	Michael	NSF_ENG-EPSRC
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-dfg-lead-agency-activity-chemistry-and-transport-confined-spaces-nsf-dfg	25/06/2022	Michael	NSF_DFG_Confine.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsfcasis-collaboration-tissue-engineering-and-mechanobiology-international-0	25/06/2022	Michael	NSF_CASIS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/transport-phenomena-research-international-space-station-benefit-life-earth	25/06/2022	Michael	NSF_ISS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/re-entry-active-research-program-rare	25/06/2022	Michael	NSF_RARE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advanced-manufacturing-am	25/06/2022	Michael	NSF_AM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/dynamics-control-and-cognition-dcc	25/06/2022	Michael	NSF_DCC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/dynamics-control-and-systems-diagnostics-dcsd-0	25/06/2022	Michael	NSF_DCSD.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/mind-machine-and-motor-nexus-m3x	25/06/2022	Michael	NSF_M3X.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/engineering-civil-infrastructure-eci	25/06/2022	Michael	NSF_ECI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/natural-hazards-engineering-research-infrastructure-nheri	25/06/2022	Michael	NSF_NHERI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/mechanics-engineering-materials	25/06/2022	Michael	NSF_MEM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/biomechanics-and-mechanobiology-bmmb	25/06/2022	Michael	NSF_BMMB.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/mechanics-materials-and-structures-moms	25/06/2022	Michael	NSF_MOMS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/operations-and-design-od	25/06/2022	Michael	NSF_OD.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/civil-infrastructure-systems-cis	25/06/2022	Michael	NSF_CIS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/engineering-design-and-systems-engineering-edse	25/06/2022	Michael	NSF_EDSE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/humans-disasters-and-built-environment-hdbe	25/06/2022	Michael	NSF_HDBE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/operations-engineering-oe	25/06/2022	Michael	NSF_OE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/leading-engineering-americas-prosperity-health-and-infrastructure-leap-hi	25/06/2022	Michael	NSF_LEAP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-boosting-research-ideas-transformative-and-equitable-advances-engineering	25/06/2022	Michael	NSF_BRITE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/electronics-photonics-and-magnetic-devices-epmd-0	25/06/2022	Michael	NSF_EPMD.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/energy-power-control-and-networks-epcn-0	25/06/2022	Michael	NSF_EPCN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/addressing-systems-challenges-through-engineering-teams-ascent-0	25/06/2022	Michael	NSF_ASCENT.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/centers-and-networks	25/06/2022	Michael	NSF_EEC_CN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/gen-4-engineering-research-centers-erc	25/06/2022	Michael	NSF_ERC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/broadening-participation-engineering-bpe-1	25/06/2022	Michael	NSF_BPE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/pfe-research-initiation-engineering-formation-pfe-rief	25/06/2022	Michael	NSF_PFE_RIEF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/research-formation-engineers-rfe	25/06/2022	Michael	NSF_RFE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/emerging-frontiers-and-multidisciplinary-activities-efma	25/06/2022	Michael	NSF_EFMA.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/germination-germination-research-questions-addressing-critical-societal	25/06/2022	Michael	NSF_GERMINATION.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/future-work-human-technology-frontier-core-research-fw-htf	25/06/2022	Michael	NSF_FW-HTF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/atmospheric-and-geospace-sciences-postdoctoral-research-fellowships-ags-prf	26/06/2022	Michael	NSF_AGS-PRF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/atmospheric-chemistry	26/06/2022	Michael	NSF_AC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/climate-and-large-scale-dynamics-cld	26/06/2022	Michael	NSF_CLD.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/paleoclimate	26/06/2022	Michael	NSF_PaleoC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/physical-and-dynamic-meteorology-pdm	26/06/2022	Michael	NSF_PDM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/aeronomy	26/06/2022	Michael	NSF_Aeronomy.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/coupling-energetics-and-dynamics-atmospheric-regions-cedar	26/06/2022	Michael	NSF_CEDAR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/geospace-environment-modeling-gem	26/06/2022	Michael	NSF_GEM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/geospace-facilities-gf	26/06/2022	Michael	NSF_GF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/magnetospheric-physics	26/06/2022	Michael	NSF_MP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/solar-terrestrial	26/06/2022	Michael	NSF_ST.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/solar-heliospheric-and-interplanetary-environment-shine-0	26/06/2022	Michael	NSF_SHINE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/education-programs-atmospheric-and-geospace-sciences	26/06/2022	Michael	NSF_EPAGS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/national-center-atmospheric-research-ncar	26/06/2022	Michael	NSF_NCAR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/facility-and-instrumentation-request-process-firp	26/06/2022	Michael	NSF_FIRP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/facilities-atmospheric-research-and-education-fare-0	26/06/2022	Michael	NSF_FARE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/geoscience-opportunities-leadership-diversity-gold-en	26/06/2022	Michael	NSF_GOLD-EN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/geobiology-and-low-temperature-geochemistry	26/06/2022	Michael	NSF_GG.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/geomorphology-and-land-use-dynamics	26/06/2022	Michael	NSF_GLD.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/geophysics-ph-0	26/06/2022	Michael	NSF_PH.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/hydrologic-sciences	26/06/2022	Michael	NSF_HS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/petrology-and-geochemistry-ch-0	26/06/2022	Michael	NSF_CH.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/sedimentary-geology-and-paleobiology-sgp-0	26/06/2022	Michael	NSF_SGP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/tectonics	26/06/2022	Michael	NSF_Tectonics.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cooperative-studies-earths-deep-interior-csedi	26/06/2022	Michael	NSF_CSEDI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ear-education-and-human-resources-eh	26/06/2022	Michael	NSF_EH.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/earth-sciences-instrumentation-and-facilities-earif	26/06/2022	Michael	NSF_EAR-IF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/frontier-research-earth-sciences-fres	26/06/2022	Michael	NSF_FRES.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ear-postdoctoral-fellowships-ear-pf	26/06/2022	Michael	NSF_EAR-PF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/centers-innovation-and-community-engagement-solid-earth-geohazards	26/06/2022	Michael	NSF_CICESEG.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/geoinformatics-gi	26/06/2022	Michael	NSF_GI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/biological-oceanography	26/06/2022	Michael	NSF_BO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/physical-oceanography	26/06/2022	Michael	NSF_PO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/chemical-oceanography	26/06/2022	Michael	NSF_CO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/marine-geology-and-geophysics-mgg	26/06/2022	Michael	NSF_MGnG.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/oce-education	26/06/2022	Michael	NSF_OCEEd.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ocean-drilling-program-odp	26/06/2022	Michael	NSF_ODP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ocean-technology-and-interdisciplinary-coordination	26/06/2022	Michael	NSF_OTIC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/oceanographic-facilities-and-equipment-support	26/06/2022	Michael	NSF_OFES.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ocean-sciences-postdoctoral-research-fellowships-oce-prf-0	26/06/2022	Michael	NSF_OCE-PRF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/antarctic-research	26/06/2022	Michael	NSF_AR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/arctic-doctoral-dissertation-research-improvement-grants-arctic-social	26/06/2022	Michael	NSF_DDRIG.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/archiving-and-discovering-data-and-metadata-generated-through-projects-funded	26/06/2022	Michael	NSF_ADDM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/arctic-observing-networks-aon	26/06/2022	Michael	NSF_AON.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/arctic-research-opportunities	26/06/2022	Michael	NSF_ARO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/arctic-system-sciences	26/06/2022	Michael	NSF_ASS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/curatorial-stewardship-national-collection-geological-rock-sediment-cores	26/06/2022	Michael	NSF_CGRSASO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/dynamic-language-infrastructure-doctoral-dissertation-research-improvement	26/06/2022	Michael	NSF_DLI-DDRI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/office-polar-programs-postdoctoral-research-fellowships-opp-prf	26/06/2022	Michael	NSF_OPP-PRF.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/ship-based-technical-support-arctic	26/06/2022	Michael	NSF_SbTSA.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/windows-universe-era-multi-messenger-astrophysics-wou-mma	26/06/2022	Michael	NSF_WoU-MMA.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/arctic-natural-sciences-ans	26/06/2022	Michael	NSF_ANS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/cultural-transformation-geoscience-community-ctgc	26/06/2022	Michael	NSF_CTGC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/navigating-new-arctic-nna	26/06/2022	Michael	NSF_NNA.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/epscor-research-infrastructure-improvement-program-track-1-rii-track-1	26/06/2022	Michael	NSF_RII-T1.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-regional-innovation-engines-nsf-engines-program	26/06/2022	Michael	NSF_Engines.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/research-security-training-united-states-research-community	26/06/2022	Michael	NSF_RSTUSRC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/epscor-research-infrastructure-improvement-track-4-epscor-research-fellows	26/06/2022	Michael	NSF_RII-T4.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/epscor-research-infrastructure-improvement-program-bridging-epscor	26/06/2022	Michael	NSF_RII-BEC.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/epscor-research-infrastructure-improvement-program-track-2-focused-epscor-0	26/06/2022	Michael	NSF_RII-T2.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/broadening-participation-stem-entrepreneurship-and-innovation-bpinnovate	26/06/2022	Michael	NSF_BPINNOVATE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/non-academic-research-internships-graduate-students-intern-supplemental	26/06/2022	Michael	NSF_INTERN.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/developing-long-term-strategies-transform-manufacturing	26/06/2022	Michael	NSF_DLSTM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/established-program-stimulate-competitive-research-workshop-opportunities-eps	26/06/2022	Michael	NSF_EPS-WO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/international-research-experiences-students-ires-0	26/06/2022	Michael	NSF_IRES.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/centers-chemical-innovation-cci	26/06/2022	Michael	NSF_CCI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/partnerships-enhanced-engagement-research	26/06/2022	Michael	NSF_PEER.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/nsf-convergence-accelerator-phases-1-and-2-2022-cohort-tracks-h-i-j	26/06/2022	Michael	NSF_CAP12.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/sbe-ukri-lead-agency-opportunity-sbe-ukri	26/06/2022	Michael	NSF_SBE-UKRI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/trans-atlantic-platform-recovery-renewal-and-resilience-post-pandemic-world-t	26/06/2022	Michael	NSF_T-AP-RRR.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/advanced-technologies-and-instrumentation-ati-0	26/06/2022	Michael	NSF_ATI.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/arecibo-observatory	26/06/2022	Michael	NSF_AO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/astronomy-and-astrophysics-research-grants-aag	26/06/2022	Michael	NSF_AAG.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/daniel-k-inouye-solar-telescope-dkist	26/06/2022	Michael	NSF_DKIST.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/education-and-special-programs-astronomical-sciences-esp	26/06/2022	Michael	NSF_ESP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/partnerships-astronomy-astrophysics-research-and-education-paare	26/06/2022	Michael	NSF_PAARE.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/electromagnetic-spectrum-management-esm	26/06/2022	Michael	NSF_ESM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/green-bank-observatory-gbo	26/06/2022	Michael	NSF_GBO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/international-gemini-observatory	26/06/2022	Michael	NSF_IGO.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/launching-early-career-academic-pathways-mathematical-and-physical-sciences	26/06/2022	Michael	NSF_LEAPS-MPS.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/mathematical-and-physical-sciences-ascending-postdoctoral-research	26/06/2022	Michael	NSF_MPS-Ascend.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/mid-scale-innovations-program-astronomical-sciences-msip	26/06/2022	Michael	NSF_MSIP.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/mps-ascend-external-mentoring-mps-ascend-em	26/06/2022	Michael	NSF_MPS-Asc-EM.txt
USA	NSF	https://beta.nsf.gov/funding/opportunities/national-radio-astronomy-observatory-nrao	26/06/2022	Michael	NSF_NRAO.txt
