"Projet.Code_Decision_ANR";"Action.Edition";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-16-IDEX-0005";2016;"IDEXLYON";"ANR-16-IDEX-0005-13";False;"Université de Saint-Etienne (Jean Monnet)";"Universités, INSA et INP";"PINTON";"Jean-François";"Saint-Etienne";"Auvergne-Rhône-Alpes";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-09";False;"Ecole Nationale Supérieure Arts et Métiers Paris Tech campus de Lille";"ENS et grands établissements";"MONTAGNE";"Lionel";"Lille CEDEX";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-01";True;"Université de Lille";"Universités, INSA et INP";"MONTAGNE";"Lionel";"Lille";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-02";False;"CNRS Siège";"Organismes de type EPST";"MONTAGNE";"Lionel";"Paris";"Île-de-France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-03";False;"CHU de Lille";"Organismes Médicaux (Hôpitaux)";"MONTAGNE";"Lionel";"Lille Cedex";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-04";False;"Centrale Lille Institut";"Grandes écoles publiques";"MONTAGNE";"Lionel";"Villeneuve-D'Ascq";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-05";False;"Institut Mines Telecom Douai";"Grandes écoles publiques";"MONTAGNE";"Lionel";"Douai";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-06";False;"Ecole Nationale Supérieure de Chimie de Lille";"Grandes écoles publiques";"MONTAGNE";"Lionel";"Villeneuve-D'Ascq";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-07";False;"Ecole Nationale Supérieure des Arts et Industries Textiles Roubaix";"Grandes écoles publiques";"MONTAGNE";"Lionel";"Roubaix";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-08";False;"Ecole Nationale Supérieure d'Architecture Lille";"Grandes écoles publiques";"MONTAGNE";"Lionel";"Villeneuve-D'Ascq";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-10";False;"INSERM Délégation Nord Ouest";"Organismes de type EPST";"MONTAGNE";"Lionel";"Lille";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-11";False;"INRIA siège";"Organismes de type EPST";"MONTAGNE";"Lionel";"Le Chesnay CEDEX";"Île-de-France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-12";False;"Institut Pasteur Lille";"Fondations";"MONTAGNE";"Lionel";"Lille Cedex";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-13";False;"Université de Lille I (Sciences et Technologies)";"Universités, INSA et INP";"MONTAGNE";"Lionel";"Villeneuve D'Asq Cedex";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-14";False;"Université de Lille II (Droit et Santé)";"Universités, INSA et INP";"MONTAGNE";"Lionel";"Lille";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-15";False;"Ecole Supérieure de journalisme de Lille";"ENS et grands établissements";"MONTAGNE";"Lionel";"Lille CEDEX";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-16";False;"Sciences Po Lille";"Grandes écoles publiques";"MONTAGNE";"Lionel";"Lille";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-17";False;"Université de Lille III (Charles-de-Gaulle)";"Universités, INSA et INP";"MONTAGNE";"Lionel";"Villeneuve D'Ascq Cedex";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-18";False;"Fondation I-SITE Université Lille Nord-Europe";"Universités, INSA et INP";"MONTAGNE";"Lionel";"Lille";"Hauts de France";"France"
"ANR-16-IDEX-0004";2016;"ULNE";"ANR-16-IDEX-0004-19";False;"La Compagnie 8";"Associations";"MONTAGNE";"Lionel";"Lille";"Hauts de France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-07";False;"Institut national de l'information géographique et forestière";"EPA, GIP, organismes avec autre statut";"ROUSSEL";"Gilles";"Saint Mande";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-01";False;"COMUE Université de Paris Est";"COMUE Pôle de recherche et d'Enseignement supérieur";"ROUSSEL";"Gilles";"Champs Sur Marne";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-02";False;"Chambre de Commerce et d'Industrie de Paris";"GIE ou Non-Affecté";"ROUSSEL";"Gilles";"Paris";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-03";False;"Ecole des Ingénieurs de la Ville de Paris";"Grandes écoles publiques";"ROUSSEL";"Gilles";"Paris";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-05";False;"Ecole Nationale Supérieure d'Architecture Champs sur Marne";"Grandes écoles publiques";"ROUSSEL";"Gilles";"Champs Sur Marne";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-06";False;"IFSTTAR Champs sur Marne";"Organismes de type EPST";"ROUSSEL";"Gilles";"Champs Sur Marne";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-04";False;"Ecole Nationale des Ponts et Chaussées";"ENS et grands établissements";"ROUSSEL";"Gilles";"Marne La Vallée";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-08";False;"Université de Paris Est Marne La Vallée";"Universités, INSA et INP";"ROUSSEL";"Gilles";"Champs Sur Marne";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-10";False;"Université de Paris XII (Val de Marne - Paris Est Créteil)";"Universités, INSA et INP";"ROUSSEL";"Gilles";"Creteil Cedex";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-11";False;"CNRS Paris Villejuif";"Organismes de type EPST";"ROUSSEL";"Gilles";"Villejuif";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-12";False;"COMUE Université de Paris Est";"COMUE Pôle de recherche et d'Enseignement supérieur";"ROUSSEL";"Gilles";"Champs Sur Marne";"Île-de-France";"France"
"ANR-16-IDEX-0003";2016;"FUTURE";"ANR-16-IDEX-0003-09";True;"Université Gustave Eiffel";"Universités, INSA et INP";"ROUSSEL";"Gilles";"Champs-sur-Marne";"Île-de-France";"France"
"ANR-16-IDEX-0002";2016;"E2S";"ANR-16-IDEX-0002-03";False;"INRIA Bordeaux Sud-ouest";"Organismes de type EPST";"PIJAUDIER-CABOT";"Gilles";"Talence";"Nouvelle Aquitaine";"France"
"ANR-16-IDEX-0002";2016;"E2S";"ANR-16-IDEX-0002-02";False;"INRAE Nouvelle-Aquitaine-Bordeaux";"Organismes de type EPST";"PIJAUDIER-CABOT";"Gilles";"Villenave D'Ornon";"Nouvelle Aquitaine";"France"
"ANR-16-IDEX-0002";2016;"E2S";"ANR-16-IDEX-0002-01";True;"Université de Pau et du Pays de l'Adour";"Universités, INSA et INP";"PIJAUDIER-CABOT";"Gilles";"Pau Cedex";"Nouvelle Aquitaine";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-06";False;"INRAE Centre Siège";"Organismes de type EPST";"BERNARD";"Mathias";"Paris";"Île-de-France";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-01";True;"Université Clermont Auvergne";"Universités, INSA et INP";"BERNARD";"Mathias";"CLERMONT FERRAND";"Auvergne-Rhône-Alpes";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-02";False;"AgroParisTech Paris";"ENS et grands établissements";"BERNARD";"Mathias";"Paris";"Île-de-France";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-04";False;"CHU de Clermont-Ferrand";"Organismes Médicaux (Hôpitaux)";"BERNARD";"Mathias";"Clermont Ferrand";"Auvergne-Rhône-Alpes";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-05";False;"Fondation Etude Recherche Développement International";"Fondations";"BERNARD";"Mathias";"Clermont Ferrand";"Auvergne-Rhône-Alpes";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-03";False;"CNRS Siège";"Organismes de type EPST";"BERNARD";"Mathias";"Paris";"Île-de-France";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-07";False;"INSERM Paris 13";"Organismes de type EPST";"BERNARD";"Mathias";"Paris Cedex 13";"Île-de-France";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-09";False;"VetAgro Sup";"Grandes écoles publiques";"BERNARD";"Mathias";"Marcy L'Etoile";"Auvergne-Rhône-Alpes";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-10";False;"SIGMA CLERMONT";"Universités, INSA et INP";"BERNARD";"Mathias";"Aubière";"Auvergne-Rhône-Alpes";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-11";False;"Centre Jean Perrin";"Organismes Médicaux (Hôpitaux)";"BERNARD";"Mathias";"Clermont-Ferrand CEDEX 01";"Auvergne-Rhône-Alpes";"France"
"ANR-16-IDEX-0001";2016;"CAP 20-25";"ANR-16-IDEX-0001-08";False;"IRSTEA Antony";"Organismes de type EPST";"BERNARD";"Mathias";"Antony Cedex";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-08";False;"Université Paris Nanterre ( Ex Paris Ouest Nanterre La Défense )";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Nanterre";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-14";False;"Université de Nice";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Nice Cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-13";False;"Université de Lyon III (Jean Moulin)";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Lyon cedex 08";"Auvergne-Rhône-Alpes";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-12";False;"Université de Lyon II (Lumière)";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Lyon";"Auvergne-Rhône-Alpes";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-11";False;"Université de Saint-Etienne (Jean Monnet)";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Saint-Etienne";"Auvergne-Rhône-Alpes";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-10";False;"Ecole Normale Supérieure de Lyon";"ENS et grands établissements";"PESCHANSKI";"Denis";"Lyon";"Auvergne-Rhône-Alpes";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-09";False;"Ecole Normale Supérieure de Paris-Saclay";"ENS et grands établissements";"PESCHANSKI";"Denis";"Gif-sur-Yvette";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-05";False;"Université de Caen Normandie";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Caen Cedex 5";"Normandie";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-07";False;"Ecole des Hautes Etudes en Sciences Sociales";"ENS et grands établissements";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-06";False;"Université de Paris V (Descartes)";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Paris Cedex 06";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-04";False;"Université de Paris I (Panthéon-Sorbonne)";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Paris Cedex 05";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-03";False;"CNRS Paris Villejuif";"Organismes de type EPST";"PESCHANSKI";"Denis";"Villejuif";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-02";False;"INSERM Délégation Nord Ouest";"Organismes de type EPST";"PESCHANSKI";"Denis";"Lille";"Hauts de France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-01";True;"COMUE HESAM";"COMUE Pôle de recherche et d'Enseignement supérieur";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-16";False;"Université de Montpellier III (Paul Valery)";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Montpellier Cedex 5";"Occitanie";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-15";False;"Université de Rennes I";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Rennes Cedex";"Bretagne";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-26";False;"France Culture";"Autres établissements (publics)";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-17";False;"Université de Lorraine";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Nancy";"Grand Est";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-25";False;"Oeuvre de Secours aux Enfants";"Associations";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-31";False;"Université Côte d'Azur";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Nice cedex 2";"Provence-Alpes-Côte d'Azur";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-30";False;"Université Paris Cité";"Universités, INSA et INP";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-29";False;"Etablissement public du Palais d ela découverte et de la Cité des sciences et de l'industrie";"Organismes de Type EPIC";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-28";False;"Centre de Recherche pour l'Etude et l'Observation des Conditions de vie";"Associations";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-18";False;"Ecole Pratique des Hautes Etudes";"ENS et grands établissements";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-27";False;"Le Parisien - Aujourd'hui en France";"Entreprises Privées";"PESCHANSKI";"Denis";"Saint Ouen";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-24";False;"GIP CYCERON";"EPA, GIP, organismes avec autre statut";"PESCHANSKI";"Denis";"Caen Cedex 9";"Normandie";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-23";False;"CHU de Caen";"Organismes Médicaux (Hôpitaux)";"PESCHANSKI";"Denis";"Caen";"Normandie";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-22";False;"Etablissement de Communication et de Production Audiovisuelle de la Défense";"EPA, GIP, organismes avec autre statut";"PESCHANSKI";"Denis";"IVRY SUR SEINE CEDEX";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-21";False;"AGENCE NATIONALE DE SANTE PUBLIQUE";"EPA, GIP, organismes avec autre statut";"PESCHANSKI";"Denis";"Saint Maurice cedex";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-20";False;"Archives Nationales";"Ministères";"PESCHANSKI";"Denis";"Paris";"Île-de-France";"France"
"ANR-16-EQPX-0003";2016;"Matrice - 13 novembre";"ANR-16-EQPX-0003-19";False;"Institut National de l'Audiovisuel";"Autres établissements (publics)";"PESCHANSKI";"Denis";"Bry Sur Marne";"Île-de-France";"France"
"ANR-16-EQPX-0002";2016;"THALASSA";"ANR-16-EQPX-0002-01";True;"IFREMER";"Organismes de Type EPIC";"DUDUYER";"Sarah";"Issy Les Moulineaux Cedex";"Île-de-France";"France"
"ANR-16-EQPX-0001";2016;"Microcarb";"ANR-16-EQPX-0001-01";True;"Centre National d'Etude Spatiales";"Organismes de Type EPIC";"LANDIECH";"Philippe";"Paris";"Île-de-France";"France"
"ANR-16-DUNE-0005";2016;"DESIR (DUNE)";"ANR-16-DUNE-0005-04";False;"INSA de Rennes";"Grandes écoles publiques";"PLANTARD";"Pascal";"Rennes";"Bretagne";"France"
"ANR-16-DUNE-0005";2016;"DESIR (DUNE)";"ANR-16-DUNE-0005-03";False;"Groupe des Ecoles Nationales d'Economie et de Statistiques";"Grandes écoles publiques";"PLANTARD";"Pascal";"Paris";"Île-de-France";"France"
"ANR-16-DUNE-0005";2016;"DESIR (DUNE)";"ANR-16-DUNE-0005-02";False;"Université de Rennes I";"Universités, INSA et INP";"PLANTARD";"Pascal";"Rennes Cedex";"Bretagne";"France"
"ANR-16-DUNE-0005";2016;"DESIR (DUNE)";"ANR-16-DUNE-0005-01";True;"Université de Rennes II";"Universités, INSA et INP";"PLANTARD";"Pascal";"Rennes Cedex";"Bretagne";"France"
"ANR-16-DUNE-0004";2016;"EPHEMER";"ANR-16-DUNE-0004-02";False;"IESEG School of Management";"Associations";"SOBANSKI";"Thierry";"Lille";"Hauts de France";"France"
"ANR-16-DUNE-0004";2016;"EPHEMER";"ANR-16-DUNE-0004-01";True;"Institut Catholique de Lille";"Autres écoles (privées)";"SOBANSKI";"Thierry";"Lille";"Hauts de France";"France"
"ANR-16-DUNE-0004";2016;"EPHEMER";"ANR-16-DUNE-0004-03";False;"EDHEC School of Management Roubaix";"Autres établissements (publics)";"SOBANSKI";"Thierry";"Roubaix CEDEX 1";"Hauts de France";"France"
"ANR-16-DUNE-0003";2016;"NEW TEACH";"ANR-16-DUNE-0003-01";True;"Université de Tours";"Universités, INSA et INP";"CHOURAQUI";"Floriane";"Tours Cedex 1";"Centre-Val de Loire";"France"
"ANR-16-DUNE-0002";2016;"SIDES 3.0";"ANR-16-DUNE-0002-07";False;"Université Grenoble Alpes";"Universités, INSA et INP";"PALOMBI";"Olivier";"Saint Martin d'Hères";"Auvergne-Rhône-Alpes";"France"
"ANR-16-DUNE-0002";2016;"SIDES 3.0";"ANR-16-DUNE-0002-06";False;"INRIA Grenoble Rhônes-Alpes";"Organismes de type EPST";"PALOMBI";"Olivier";"Montbonnot Saint Martin";"Auvergne-Rhône-Alpes";"France"
"ANR-16-DUNE-0002";2016;"SIDES 3.0";"ANR-16-DUNE-0002-05";False;"Université de Lyon I (Claude Bernard)";"Universités, INSA et INP";"PALOMBI";"Olivier";"Villeurbanne Cedex";"Auvergne-Rhône-Alpes";"France"
"ANR-16-DUNE-0002";2016;"SIDES 3.0";"ANR-16-DUNE-0002-04";False;"Ecole Normale supérieure de Paris";"ENS et grands établissements";"PALOMBI";"Olivier";"Paris Cedex 05";"Île-de-France";"France"
"ANR-16-DUNE-0002";2016;"SIDES 3.0";"ANR-16-DUNE-0002-03";False;"INRIA Sophia Antipolis (Valbonne)";"Organismes de type EPST";"PALOMBI";"Olivier";"Sophia Antipolis";"Provence-Alpes-Côte d'Azur";"France"
"ANR-16-DUNE-0002";2016;"SIDES 3.0";"ANR-16-DUNE-0002-02";False;"VISEO SAS";"Entreprises Privées";"PALOMBI";"Olivier";"Boulogne Billancourt";"Île-de-France";"France"
"ANR-16-DUNE-0002";2016;"SIDES 3.0";"ANR-16-DUNE-0002-01";True;"Université Numérique en Santé et Sport.fr";"EPA, GIP, organismes avec autre statut";"PALOMBI";"Olivier";"Villeneuve d'Ascq";"Hauts de France";"France"
"ANR-16-DUNE-0001";2016;"EOLE";"ANR-16-DUNE-0001-04";False;"Université de Reims Champagne-Ardenne";"Universités, INSA et INP";"GAUER";"François";"Reims Cedex";"Grand Est";"France"
"ANR-16-DUNE-0001";2016;"EOLE";"ANR-16-DUNE-0001-01";True;"Université de Strasbourg";"Universités, INSA et INP";"GAUER";"François";"Strasbourg Cedex";"Grand Est";"France"
"ANR-16-DUNE-0001";2016;"EOLE";"ANR-16-DUNE-0001-02";False;"Université de Lorraine";"Universités, INSA et INP";"GAUER";"François";"Nancy";"Grand Est";"France"
"ANR-16-DUNE-0001";2016;"EOLE";"ANR-16-DUNE-0001-03";False;"Université de Haute Alsace";"Universités, INSA et INP";"GAUER";"François";"Mulhouse";"Grand Est";"France"
"ANR-16-DUNE-0001";2016;"EOLE";"ANR-16-DUNE-0001-05";False;"Ecole Nationale Supérieure d'Architecture Nancy";"Grandes écoles publiques";"GAUER";"François";"Nancy";"Grand Est";"France"
"ANR-16-DUNE-0001";2016;"EOLE";"ANR-16-DUNE-0001-06";False;"Ecole Nationale Supérieure d'Architecture Strasbourg";"Grandes écoles publiques";"GAUER";"François";"Strasbourg";"Grand Est";"France"
"ANR-16-DUNE-0001";2016;"EOLE";"ANR-16-DUNE-0001-07";False;"Fondation Unit";"Fondations";"GAUER";"François";"Compiegne";"Hauts de France";"France"
"ANR-16-CRNT-0009";2016;"SMILES";"ANR-16-CRNT-0009-01";True;"Sorbonne Université";"Universités, INSA et INP";"MADAY";"Yvon";"Paris";"Île-de-France";"France"
"ANR-16-CRNT-0008";2016;"MECD";"ANR-16-CRNT-0008-01";True;"Université de Toulouse III (Paul Sabatier)";"Universités, INSA et INP";"BRAINE-BONNAIRE";"Thierry";"Toulouse Cedex 04";"Occitanie";"France"
"ANR-16-CRNT-0007";2016;"IPGG MICROFLUIDIQUE";"ANR-16-CRNT-0007-01";True;"Fondation Paris Sciences et Lettres";"Fondations";"TABELING";"Patrick";"Paris";"Île-de-France";"France"
"ANR-16-CRNT-0006";2016;"INTERFACES";"ANR-16-CRNT-0006-01";True;"Sorbonne Université";"Universités, INSA et INP";"MOREL";"Guillaume";"Paris";"Île-de-France";"France"
"ANR-16-CRNT-0005";2016;"Innovation Chimie Carnot";"ANR-16-CRNT-0005-01";True;"COMUE Normandie Université";"COMUE Pôle de recherche et d'Enseignement supérieur";"CADOT";"Céline";"Caen";"Normandie";"France"
"ANR-16-CRNT-0004";2016;"IMAGINE CARNOT";"ANR-16-CRNT-0004-01";True;"Fondation IMAGINE";"Fondations";"FISCHER";"Alain";"Paris";"Île-de-France";"France"
"ANR-16-CRNT-0003";2016;"AGRIFOOD Transition";"ANR-16-CRNT-0003-01";True;"ACTFOOD Bretagne";"Associations";"DANJON";"Marc";"QUIMPER";"Bretagne";"France"
"ANR-16-CRNT-0002";2016;"COGNITION";"ANR-16-CRNT-0002-01";True;"CNRS Siège";"Organismes de type EPST";"SEBOGO";"Célestin";"Paris";"Île-de-France";"France"
"ANR-16-CRNT-0001";2016;"CEREMA EFFI SCIENCES";"ANR-16-CRNT-0001-01";True;"CEREMA SIEGE";"Associations";"PERRIER";"Hubert";"BRON CEDEX";"Auvergne-Rhône-Alpes";"France"
"ANR-16-CONV-0005";2016;"INCEPTION";"ANR-16-CONV-0005-03";False;"Fondation Paris Sciences et Lettres";"Fondations";"BOURGERON";"Thomas";"Paris";"Île-de-France";"France"
"ANR-16-CONV-0005";2016;"INCEPTION";"ANR-16-CONV-0005-08";False;"INRAE Centre Ile-de-France - Jouy-en-Josas - Antony";"Organismes de type EPST";"BOURGERON";"Thomas";"Jouy En Josas Cedex";"Île-de-France";"France"
"ANR-16-CONV-0005";2016;"INCEPTION";"ANR-16-CONV-0005-01";True;"Institut Pasteur";"Fondations";"BOURGERON";"Thomas";"Paris Cedex 15";"Île-de-France";"France"
"ANR-16-CONV-0005";2016;"INCEPTION";"ANR-16-CONV-0005-02";False;"Université de Paris VII (Diderot)";"Universités, INSA et INP";"BOURGERON";"Thomas";"Paris";"Île-de-France";"France"
"ANR-16-CONV-0005";2016;"INCEPTION";"ANR-16-CONV-0005-04";False;"SCIRE Association";"Associations";"BOURGERON";"Thomas";"Paris";"Île-de-France";"France"
