Identifiant	Label	Type	Date de début	Date de fin	Budget total	Budget financé	URL	URL du project	Nombre de participant	Nom de l'appel à projet	Label de l'action	Durée	Lien vers fiche scanR	Date d'export	Contexte de recherche
INCA-2019-32	La souris p21-mTert : un modèle in vivo du rôle duel de la télomérase dans la tumorogénèse	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-32	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-33	Homéostasie moléculaire du myotube après exposition aux rayonnements ionisants	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-33	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-34	Les vésicules extracellulaires (EV) et RalA/B dans l’activation des niches métastatiques. (ex-EVRALTIC, 2018)	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-34	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-35	Rôle des cellules dendritiques de type 3 dans la réponse immunitaire dans le cancer du sein.	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-35	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-36	Etude des mécanismes régulant la dissociation entre PARP1 et l'ADN lésé	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-36	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-37	Plateforme synthétique pour ciblage de siRNAs	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-37	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-38	Analyse intégrée et comparative des reconfigurations du transcriptome et de l'épigénome au cours des reprogrammations maligne et pluripotente	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-38	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-39	Rôle de la voie p53 dans le métabolisme des lipides: implications dans la fonction hépatique et le développement des carcinomes hépatocellulaires	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-39	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-40	Rôle du récepteur intracellulaire Toll-like 9 dans les réponses et la tolérance immunitaire au cancer	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-40	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
INCA-2019-41	Cibler le contrôle lipidique des dommages à l’ADN comme stratégie thérapeutique	INCA							1				https://scanr.enseignementsup-recherche.gouv.fr/project/INCA-2019-41	2022-07-22T17:58:23.103Z	https://scanr.enseignementsup-recherche.gouv.fr/recherche/projects?aggregations=%5Bobject%20Object%5D&filters=%7B%22type%22%3A%7B%22type%22%3A%22MultiValueSearchFilter%22%2C%22op%22%3A%22any%22%2C%22values%22%3A%5B%22INCA%22%5D%7D%7D&query=&view=list
