"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"1","Ministry of Communications & IT","An integrated Info system using text, graphics and audio through Samadhan Kendras for the Development of rural communicty in West Godavari Distt. Of A.P","U.S.N. Murthy","Indian Institute of Chemical Technology","tarnaka",2234000,36,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_1"
"2","Ministry of Communications & IT","Establishment of Village Info-cum-Counselling Centres at Lugyakhedi Panchayahat of Tarana Block of Ujjain, M.P","V. Sarat","National Centre for Human Settlement & Environment","E-5/A Grish Kunj Area Colony",1547000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_2"
"3","Ministry of Communications & IT","IT for Integrated Rural Development (Samadhan) Centres","Shashikant Tripathy","Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyala,","Chitrakoot",890000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_3"
"4","Ministry of Communications & IT","Multimedia Software for Implementation of Available Agriculture Technologies of various crops","S N Murthy","Jawaharlal Nehru Krishi Vishwavidyalaya","Adhartal",2224000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_4"
"5","Ministry of Communications & IT","The integrated Machine Aided Translation System from English to Hindi","R.M.L. Sinha","Indian Institute of Technology (K)","Department of Computer Science & Engg.",7468000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_5"
"6","Ministry of Communications & IT","Localisation of LINUX","S.P. Mudur","National Centre for Software Technology","9, Gulmohar Cross Road, Juhu",3900000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_6"
"7","Ministry of Communications & IT","Development of Operating System for Smart Card","Rajat Moona","Indian Institute of Technology (K)","Department of Computer Science & Engg.",1000000,12,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_7"
"8","Ministry of Communications & IT","Tools for Testing Quality of Programs","S.K. Aggarwal","Indian Institute of Technology (K)"," ",522000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_8"
"9","Ministry of Communications & IT","Implementation of a Pilot Project on E-governance Citizen IT Interface in the O/of Dy. Commissioner, Fatehgarh Sahib Punjab","Navneet Kukreja","Punjab State Unit","SCO 69, Sector 17D",8000000,6,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_9"
"10","Ministry of Communications & IT","Implementation of an Electronic Governance Model for Indian Universities","C N Krishnan","Anna University","AU-KBC Centre for Internet & Telecom Technology, MIT Campus, Chrompet",8596000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_10"
"11","Ministry of Communications & IT","Implementation of Paperless Office for MIT upgradation of Integrated Office Automation System of MIT","Sujatha Aggarwal","CMC Ltd.","1 Ring Road, Kilokri, Opp. Maharani Bagh",1850000,5,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_11"
"12","Ministry of Communications & IT","Development of IT Production Manager System to monitor textile production activities data to central computer for MIS & corrective action to improve production","S N Misra","Bombay Textile Research Association","Lal Bahadur Shastry Marg, Ghatkopar (W)",3052000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_12"
"13","Ministry of Communications & IT","Intelligent Yarn Grading & Fabric Simulation System","P.B. Jhala","Ahmedabad Textile Industry's Research Association","Ambavadi Vistaar",2566000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_13"
"14","Ministry of Communications & IT","A Layered Mfg. Process for Metallic Tools","K P Karunakaran","Indian Institute of Technology (B)","Powai",2640000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_14"
"15","Ministry of Communications & IT","Design and Development of Comprehensive Facility for Thermal Management of Electornic Equipment","N Parameshwaran","Sameer","Centre for Electromagnetics, CIT Campus, 2nd Cross Road",21400000,36,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_15"
"16","Ministry of Communications & IT","Development of Integrated Coking Control System for Coke Oven Battery","G L Mahajan","RDCIS","SAIL, Doranda",6700000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_16"
"17","Ministry of Communications & IT","Design & Development of Hybrid Drying System for large Cardamom","Rajesh Harsh","Sameer","P.B No.8448, Powai",8119000,15,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_17"
"18","Ministry of Communications & IT","Design & Analysis Field Processor Gate Array (FPGA) based pipelined structure for Digital Dignal Processor (DSP) Applications","B. Venkataramani","Regional Engineering College","Department of Electronics & Communication Engineering",2500000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_18"
"19","Ministry of Communications & IT","Development of Non-Linear Junction Detector","N.K. Sharma","Central Scientific Instruments Organisation","S&M Centre, CSIR Complex,",3450000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_19"
"20","Ministry of Communications & IT","Development of Velocity Panel for the Small Caliber Projectiles","R.C. Kalonia","Central Scientific Instruments Organisation","Sector 30,",1733000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_20"
"21","Ministry of Communications & IT","Development of products based on Bluetooth Technology","V K Neelakandhan","Electronics Research & Development Centre","Vellayambalam",9500000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_21"
"22","Ministry of Communications & IT","Deisgn & Development of Remote Video Alarm Verification System using Wireless Technique","E V Sakthivel","Electronics Research & Development Centre","Anusandhan Bhavan, C-56/1, Insititutional Area, Sector-62,",3000000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_22"
"23","Ministry of Communications & IT","Development of Broadband Output Circuit Model Klystron Amplifiers","Girish P Saraph","Indian Institute of Technology (B)","Powai",1357000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_23"
"24","Ministry of Communications & IT","Development of GPS-WAAS Receiver for Civil Aviation","S Purushottam","Accord Software & Systems Pvt. Ltd.","37-KR Reddy Colony, Dompur Lay Out",14100000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_24"
"25","Ministry of Communications & IT","Propagation Effects on the Global Positioning Systems (GPS) in India","Ashish Das Gupta","Calcutta University","Department of Radio Physics & Electronics, 92-Acharya Profulla Chandra Road,",5622000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_25"
"26","Ministry of Communications & IT","Mobile Agents for Collaborative Distributed Applications","Sunita Sarawgi","Indian Institute of Technology (B)","K.R School of Information Technology",1486000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_26"
"27","Ministry of Communications & IT","Development of Multi Energy Conveyorised Parcel Viewer","R Ravichandra","Electronics Corporation of India Ltd.","Instruments & Systems Division",3057000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_27"
"28","Ministry of Communications & IT","Information Security Management (ISM:Track)","Mitali Chatterjee","ERTL","Salt Lake, DN Block, Sector V",27500000,36,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_28"
"29","Ministry of Communications & IT","Development of Core Network Security Technology","Vasant Avaghade","Centre for Development of Advanced Computing","Networking & Internet Software Group, Pune University Campus, Ganesh Khind Road",14900000,21,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_29"
"30","Ministry of Communications & IT","Multimedia Course Development & conducting PG Diploma Course in Cyber Laws & related laws","S.K. Verma","The India Law Institute","Bhagwan Das Road",2623000,12,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_30"
"31","Ministry of Communications & IT","Patent Database on Automated Business Systems and Reliability & Availability of Systems","S. Radhakrishnan","Anna University","Technology Gateway Gandhi Mandaapa Road",2249000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_31"
"32","Ministry of Communications & IT","Application Specific processor based speech Synthesis Technology Dev. For Hindi Language","Chandra Shekhar","Central Electronics Engineering Research Institute"," ",6600000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_32"
"33","Ministry of Communications & IT","Linux Based Man-Machine Interface for Process Control system with Expert System for Supervising Control Decision","N. Krishnan","Electronics Research & Development Centre","Vallayambalam",3240000,12,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_33"
"34","Ministry of Communications & IT","Natural language processor for intelligent tuturing systems","B. Ramani","Electronics Research & Development Centre","Vallayambalam",7994000,36,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_34"
"35","Ministry of Communications & IT","Development of Integrated software for quantification for Automatic Tone for diagnosis & management of treatment of patients","Deepak","All India Institute of Medical Sciences","Ansari Nagar",950000,24,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_35"
"36","Ministry of Communications & IT","Design and Development of Universal Electical Analyser","Director","Mecco Instruments Pvt. Ltd.","P.O Box 6388, Bharat Industrial Estate, T.J Road, Sewree,",1450000,18,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_36"
"37","Ministry of Communications & IT","Development of Medicine Application to provide tele-healthcare during Mela Festivals/Disaster (Flood & Earthquake)","S.K. Mishra","Sanjay Gandhi P.G. Institute of Medical Sciences"," ",8000000,12,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_37"
"38","Ministry of Communications & IT","Pilot study for Indigeneous development of Drug Design Software & Roadmap for India Inc.","C. Mandal","Indian Institute of Chemical Biology","4, Raja SC Mullick Road, Jodavpur",494500,15,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_38"
"39","Ministry of Communications & IT","Assessment of Future Trends in USG Machines and a Globally Competitive Design of USG Machine-A Roadmap for India","A.B. Saha","Electronics Research & Development Centre","E-2/1, Block GP, Sector V, Bidhan Nagar",427000,15,"2000-01","MOCIT","Indian Rupees","Months","MOCIT_2000-01_39"
"40","Ministry of Communications & IT","Development of Electronic Stethoscope","N.K. Sharma","Central Scientific Instruments Organisation","S&M Centre, Delhi, Pusa",1700000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_1"
"41","Ministry of Communications & IT","Development of RF Interrogation & Identification of Moving Vehicles using Surface Acoustic Wave (SAW) Identification System","B.S. Panwar","Indian Institute of Technology (D)","Centre for Applied Research in Electronics, Haus Khas",3885000,18,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_2"
"42","Ministry of Communications & IT","Design & Development of Standard indigenous Call Centre Equipment and Application Software with Multingual Capabilities","D.K. Jain","Centre for Development of Advanced Computing","C-56/1, Institutional Area, Anusandhan Bhavan, Sector 62",6000000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_3"
"43","Ministry of Communications & IT","Development of Interactive Cable Set Top Box for internet access via CATV","P.N. Goswami","Centre for Development of Advanced Computing","C-56/1, Institutional Area, Anusandhan Bhavan, Sector 62",3000000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_4"
"44","Ministry of Communications & IT","Technology for Tele TV Conferencing through conventional lines","P.N. Goswami","Centre for Development of Advanced Computing","C-56/1, Institutional Area, Anusandhan Bhavan, Sector 62",3000000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_5"
"45","Ministry of Communications & IT","TETRA Based Station","S. Zachariah","Centre for Development of Advanced Computing","Vellayambalam",11500000,15,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_6"
"46","Ministry of Communications & IT","Promotion of Cyber Café Enterpreneurship","A.K. Chatrath","TISA","31, Community Centre, East of Kailash",300000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_7"
"47","Ministry of Communications & IT","Development of IP Telephony","V.K. Neelakhanthan","Centre for Development of Advanced Computing","Vellayambalam",7000000,18,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_8"
"48","Ministry of Communications & IT","Development of system for different project schemes and programmes for rural development, Department of West Bengal","C. Rudra","Webel","Webel Bhavan, Block EP&GP, Sector 5, Bidhan Nagar, Salt Lake City",13519000,18,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_9"
"49","Ministry of Communications & IT","Modernisation of model tea factory & development of integrated automation of tea processing","A.B. Saha","Centre for Development of Advanced Computing","Plot No. E-2/1, Block GP, Sector V, Bidhan Nagar",10000000,30,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_10"
"50","Ministry of Communications & IT","Technology CAD for SiGe-BiCMOS technology","C.K. Maiti","Indian Institute of Technology (Kh)","Department of Electronics",1500000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_11"
"51","Ministry of Communications & IT","Prediction of Failure in VSLI Metallisation by Low Frequency Noise Measurements","A.K. Raychaudhari","Indian Institute of Science","Department of Physics",853000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_12"
"52","Ministry of Communications & IT","Development and Productionisation of PNP Transistors using Dioborane Dopant","K. Natarajan","Bharat Electronics Ltd.","Small Signal Devices Unit, Jalahali, P.O.",5700000,18,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_13"
"53","Ministry of Communications & IT","Development of Integrated Medical LINAC System for Cancer Therapy (Ph-1)/Jai Vigyan","R.P. Bajpai","Central Scientific Instruments Organisation","Sector 30",70000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_14"
"54","Ministry of Communications & IT","Application of Image Processing techniques for improved clinical feature extraction in Echocardiography related Cardiac diseases","S. Mitra","Electronics Research & Development Centre","ER&DCI, E-2/1 block GP, Sector-V, Bidhan Nagar",4400000,42,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_15"
"55","Ministry of Communications & IT","Development of Speech System for Handicapped, especially speech impaired persons","B. Singh","Centre for Electronics Design & Technology of India","CEDTI, A-34 Industrial Area, Phase VII, Mohali",1900000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_16"
"56","Ministry of Communications & IT","Polymer Based Image Sensors and Optical Detectors","K.S. Narayan","Jawaharlal Nehru Centre for Advanced Scientific Research"," ",734000,18,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_17"
"57","Ministry of Communications & IT","Nanoscopic Optical Limiters","T. Pradeep","Indian Institute of Technology (M)","RSIC",2944000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_18"
"58","Ministry of Communications & IT","Development of special optical fiber for writing Fiber Bragg Grating","R. Sen","Central Glass & Ceramic Research Institute","Optical Communication Department",2480000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_19"
"59","Ministry of Communications & IT","Process optimization for improvement in yield, performance and reliability of 980 nm laser and photo detectors","O.P. Daga","Centre for Electrochemical & Energy Research","Optoelectronic Devices Group",7190000,30,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_20"
"60","Ministry of Communications & IT","UV Induced structural modification in Germano-Silicate Glasses mechanism of FBG","P.S.R. Prasana","National Geophysical Research Institute","Mineral Plhysics Division, Uppal Road",955000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_21"
"61","Ministry of Communications & IT","Development of an Artificial Intelligent based Technology for Laser Welding","G. Bauvanashekaran","Bharat Heavy Electricals Limited","Welding Research Institute",9300000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_22"
"62","Ministry of Communications & IT","Automatic Fleet Management System","K.V. Ramana","Computer Maintenance Corporation Ltd.","R&D Communication, CMC Centre, Old Mumbai Highway, Gachibowli",11815000,20,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_23"
"63","Ministry of Communications & IT","Development of Massively Parallel Binary System","S. Mukherjee","Indian Institute of Technology (D)","Department of Mechanical Engineering, Haus Khas",1506000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_24"
"64","Ministry of Communications & IT","To enhance the TDIL website to a Language Technology Dynamic Portal (LTDP)","V.N. Shikla","Centre for Development of Advanced Computing","A-5, Sector 26, Anusandhan Bhavan",900000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_25"
"65","Ministry of Communications & IT","COILNet:Cultural Heritage Digital Library in Hindi with special focus on Hindi speaking region","N.R. Shetty","IGNCA","Janpath",7900000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_26"
"66","Ministry of Communications & IT","COILNet: Information Technology for Social Economic Development of Rajasthan","A. Shastri","Banasthali Vidhyapeeth","Department of Computer Science,",10000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_27"
"67","Ministry of Communications & IT","COILNet: Information Technology for Social Economic Development of Uttaranchal","R.C. Joshi","Indian Institute of Technology ( R )","Department of Electronics and Computer Engineering",10000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_28"
"68","Ministry of Communications & IT","COILNet:IT Localization for Socio Economic Development of Jharkand","P.K. Mahanti","Birla Institute of Technology","Department of Computer Science & Engineering, Mesra",10000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_29"
"69","Ministry of Communications & IT","COILNet: A Hindi to English Machine Aided Translation System based on Anubharati appraoch","R.M.K. Sinha","Indian Institute of Technology (K)","Department of Computer Science & Engineering",6000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_30"
"70","Ministry of Communications & IT","COILNet: IT localization for Socio Economic Development of Hindi Speaking Region","D.P. Agarwal","Indian Institute of Information Technology","IT Group",10000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_31"
"71","Ministry of Communications & IT","COILNet: Malviya Centre for IT Localization","K.K. Shukla","Banaras Hindu University","Department of Computer Engineering, Institute of Technology",10000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_32"
"72","Ministry of Communications & IT","Training Programme in Natural Language Processing","R. Sangal","Indian Institute of Information Technology","Language Technology Research Centre, Gachibowli",600000,18,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_33"
"73","Ministry of Communications & IT","Setting up of scanning centres in Maharashtra for participation in the Million Book Universal Digital Library project of Carnegie Mellon University , USA","S.K. Bagde","Maharashtra Industrial Development Corporation"," ",1632000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_34"
"74","Ministry of Communications & IT","IT Industry Government Interface to deelop India into a global technology resource base for lan base language computing","V. Mehta","MAIT","4th Floor, PHD House, Opp. Asian Games Village, Khel Gaon Marg",3700000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_35"
"75","Ministry of Communications & IT","Knowledge based computational Linguistic Research for Indian Language","B.N. Patnaik","Indian Institute of Technology (K)","HSS and CCWP Department",300000,18,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_36"
"76","Ministry of Communications & IT","Design & Development of Critical Audio Equipment","A.K. Mukherjee","Sonodyne International Limited","Ist Floor, 98 NB, Block E, New Alipore",3900000,19.5,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_37"
"77","Ministry of Communications & IT","Design and Development of 21"" Colour Television cabinet mould","S.K. Malik","Calcom Vision Limited","B-16, Surajpur Industrial Area, Site C,",3342000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_38"
"78","Ministry of Communications & IT","Design & Development of Low Cost Car Radio Cassette Player","B.S. Sethia","Elin Electronics Limited","Elin House 4771, Bharatram Road, 23, Daryaganj",3350000,17,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_39"
"79","Ministry of Communications & IT","Custum Power Devices","K.A. Fathima","Centre for Development of Advanced Computing","PEG Division, Vellayambalam",21560000,28,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_40"
"80","Ministry of Communications & IT","Distribution Automation System for Trivandrum City Phase II","N. Krishnan","Centre for Development of Advanced Computing","C&I Division, Vellayambalam",19250000,22,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_41"
"81","Ministry of Communications & IT","Web based Technical Analysis in Equities, Bonds, Debt Instruments & Derivatives Trading","M. Dhurandhar","Centre for Development of Advanced Computing","Pune University Complex",8000000,20,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_42"
"82","Ministry of Communications & IT","Design & Development of Network Monitoring Tool","D. Sanghi","Indian Institute of Technology (K)","Department of Computer Science & Engineering",5060000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_43"
"83","Ministry of Communications & IT","Development of Validated Security Processes & Methodologies for Web based Enterprises","C. Mazumdar","Jadavpur University","Department of Computer Science & Engineering",2977000,15,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_44"
"84","Ministry of Communications & IT","Nuero Psychological methods of interrogation of suspects","B.M. Mohan","Forensic Science Laboratory","Police Department, Madivala",5866000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_45"
"85","Ministry of Communications & IT","Setting up of Virtual Observatory in India (VOI) at Inter University Centre for Astronomy & Astrophysics (IUCAA)","A. Khembhavi","Inter University Centre for Astronomy & Astrophysics","Instrumentation Laboratory, P.B.No. 4, Ganeshkhind Road",6000000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_46"
"86","Ministry of Communications & IT","Quantum Computing with Ultrafast Plulse Shaping Technology","D. Goswami","Tata Institute of Fundamental Research"," ",32800000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_47"
"87","Ministry of Communications & IT","Computerized Braille Transcription system for Blind schools of Mizoram & Sikkim","S.N. Goswami","Web Mediatronics Ltd.","P-1, Taratala Road",1716000,6,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_48"
"88","Ministry of Communications & IT","Cultural Heritage of Sikkim with IT application using Multimedia Technology","R. Verma","Centre for Research and Training in Informatics","Annexe Building, Near Power Secretariat",1000000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_49"
"89","Ministry of Communications & IT","IT Enabled Braile Education for Blind Schools of West Bengal & Augmentation of Infrastructure","S.N. Goswami","Web Mediatronics Ltd.","P-1, Taratala Road",9000000,12,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_50"
"90","Ministry of Communications & IT","Information Technology based Education & Communication for People Affected with Cerebral Palsy","S.N. Goswami","Web Mediatronics Ltd.","P-1, Taratala Road",4000000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_51"
"91","Ministry of Communications & IT","Creation of Multi-media course material & conducting of PG Diploma course on Cyber Laws & Related Laws","S.K. Verma","Indian Law Institute"," ",2623000,21,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_52"
"92","Ministry of Communications & IT","Providing of e-Enabled support to MIT iniatives for IPR Awareness & Services in Electronics & IT","A. Trivedi","Institute of Intellectual Property Development"," ",1300000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_53"
"93","Ministry of Communications & IT","Development of a ready reckoner of Global S/W patents database for the manufacturing sector","A.K. Mittal","Indian Institute of Technology (K)","IME Department",1565000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_54"
"94","Ministry of Communications & IT","Simputerisation of IISc Campus","M. Jacob","Society for Innovation and Development","Innovation Centre IISc",9174000,19,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_55"
"95","Ministry of Communications & IT","Creation of GIS Database by NICSI","Executive Director","National Informatics Centre Services Inc.","NBCC Building, Tower 15, 6th Floor, Bhikaji Cama Place",2000000,2,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_56"
"96","Ministry of Communications & IT","Developing Web Based intelligent interactive tutoring","A. Gupta","Indian Institute of Technology (K)","Department of Civil Engineering, Haus Khas",1840000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_57"
"97","Ministry of Communications & IT","Development of Component based Functionality to E-Learning Tools","N.S.C. Babu","Centre for Development of Advanced Computing"," ",6550000,24,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_58"
"98","Ministry of Communications & IT","Multimodal Digital Distance Education for IT & Other Technologies","S. Bhattacharya","Jadavpur University","Department of Electrical Engineering, School of Educational Technology",14985000,36,"2001-02","MOCIT","Indian Rupees","Months","MOCIT_2001-02_59"
"99","Ministry of Communications & IT","A technology demonstration for voice over I.P. technology","N. Balakrishnan","Indian Institute of Science","Division of Sciences, Supercomputer Electronics and Research Center",6066000,6,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_1"
"100","Ministry of Communications & IT","Content creation and IT localization network in Hindi (coil-net)","N. Prasad","New Government Polytechnic","Patliputra Colony",10000000,36,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_2"
"101","Ministry of Communications & IT","Content development for Indian language network for the promotion of Hindi in IT","M.D. Kulkarni","Centre for Development of Advanced Computing","Pune University Campus",15000000,36,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_3"
"102","Ministry of Communications & IT","Content development of IT based material in Hindi","K.B. Jhaldiyal","Institute of Electronics & Telecommunication Engineering","Institutional Area, Lodi Road,",2960000,36,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_4"
"103","Ministry of Communications & IT","Creation of Center of Excellence in Information and Network security","A.G. Joshi","Pune University","Department of Management Sciences",11052300,6,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_5"
"104","Ministry of Communications & IT","Design and development of transparent solutions for securing networks & systems","N.S.C. Babu","Centre for Development of Advanced Computing","2nd floor, Delta Chambers, Ammer Pet,",12000000,24,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_6"
"105","Ministry of Communications & IT","Development of an adaptive Intrusion detection, analysis and response system","N. Subramaniam","Centre for Development of Advanced Computing","68, Electronics City",5480000,18,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_7"
"106","Ministry of Communications & IT","Development of course material and conducting of on line course on ""Intellectual Property Rights & Information Technology in the Internet age""","S.C. Pillay","Indian Law Institute","Bhagwan Das Road",3425000,15,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_8"
"107","Ministry of Communications & IT","Development of isolating tools for steganographic images","A.B. Saha","Electronics Research & Development Centre","Plot No. E-2/1, B1-Gp., Sector-V, Bidhan Nagar",2800000,18,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_9"
"108","Ministry of Communications & IT","Digital Water Marking S/ W tool","S. Verma","Institute of Information Technology & Management","Department of Engineering & Technology,",3600000,30,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_10"
"109","Ministry of Communications & IT","Framework for managing enterprise information security","M.D. Kesari","Bharat Electronics Ltd.","Central Research Lab, Jalhalli",4400000,12,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_11"
"110","Ministry of Communications & IT","Goa online e-governance architecture and standardization meta data  structure","N. Jain","Centre for Development of Advanced Computing","Institutional Area,",14900000,18,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_12"
"111","Ministry of Communications & IT","Gyan Nidhi-One million pages multilingual e-content","V.N. Shukla","Electronics Research & Development Centre","Institutional Area, C-56/1,  Anusandhan Bhavan, Sector-62",22300000,12,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_13"
"112","Ministry of Communications & IT","Identification of appropriate technologies for handling & analysing digital evidence","A. Dehre","Sardar Vallabhai National Police Academy"," ",5000000,18,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_14"
"113","Ministry of Communications & IT","Integrated English to Hindi machine aided Translation","R.M.K. Sinha","Indian Institute of Technology (K)","Department of Computer Science and Engineering",7500000,24,"2002-03","MOCIT","Indian Rupees","Months","MOCIT_2002-03_15"
