"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"1","Indian Space Research Organisation","Role of metal cyanogen complexes as prebiotic catalyst","Kamaluddin","Roorkee University","Department of Chemistry",547000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_1"
"2","Indian Space Research Organisation","Two phase flows in composite domains under microgravity conditions","N. Rudraiah","Bangalore University","Department of Mathematics",515000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_2"
"3","Indian Space Research Organisation","Auroral Electrodynamics by Kinetic alfven waves","M.S. Tiwari","M.S. Gour University","Department of Physics",307000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_3"
"4","Indian Space Research Organisation","Mosabauer spectroscopic investigation of meteorites and correlation with their preterrestrial history","H.C. Verma","Indian Institute of Technology (K)","Department of Physics",557000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_4"
"5","Indian Space Research Organisation","Study of meteorities and their impacts on earch","M.S. Sisodia","Jai Narain Vyas University","Department of Geology",915000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_5"
"6","Indian Space Research Organisation","Non-linear studies group at IISc","P.L. Sachdev","Indian Institute of Science"," ",3910000,60,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_6"
"7","Indian Space Research Organisation","Indian concepts of cosmology","M.A. Lakshmithathachar","Academy of Sanskrit Research"," ",500000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_7"
"8","Indian Space Research Organisation","Development of automated dat analysis techniques for spectroscopic and photometric astronomical data","H.P. Singh","Sri Venkateswara College"," ",489000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_8"
"9","Indian Space Research Organisation","Monsoon Onset Boundary Layer Experiment","C.A. Babu","Cochin University of Science & Technology","Department of Atmospheric Sciences",657000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_9"
"10","Indian Space Research Organisation","Setting up of simulation test facility at IIT, Bombay","K. Sudhakar","Indian Institute of Technology (B)","Powai",1285000,12,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_10"
"11","Indian Space Research Organisation","Structure property correlations in ultra high strength steels","D.S. Sarma","Banaras Hindu University","Department of Metallurgical Engineering",578000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_11"
"12","Indian Space Research Organisation","Development of linear motor","G.K. Govindaraj","P.S.G. College of Technology","Peelamedu",561000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_12"
"13","Indian Space Research Organisation","Corrosion behaviour characterisation of 18 Ni 250 grade maraging steel in alkaline and neutral media","A.O. Surendranathan","Karnataka Regional Engineering College","Surathkal,",346000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_13"
"14","Indian Space Research Organisation","Performance of Isogrid and some stiffening arrangement in composite arrangement in composite stiffened shells","A.H. Sheikh","Indian Institute of Technology (Kh)","Department of Ocean Engineering & Navai Architecture",742000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_14"
"15","Indian Space Research Organisation","A study of lglass and silicon carbide short fiber reinformed A1(6061)hybrid composite for space applications","B.M. Satish","R.V. College of Engineering","Department of Mechanical Engineering",330000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_15"
"16","Indian Space Research Organisation","The diffused UV sky on astrosat modelling","Jayant Murthy","Indian Institute of Astrophysics"," ",483000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_16"
"17","Indian Space Research Organisation","Design and analysis of impact resistance structures","R. Velumurgan","Mepco Schlenk Engineering College"," ",500000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_17"
"18","Indian Space Research Organisation","Microlevel planning of forest resources development using high resolution satellite data","S. John Britto","St. Joseph's College","Department of Botany",374000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_18"
"19","Indian Space Research Organisation","Cotton Growth and Yield Modelling using Spectral-Agromet Observation and GIS","I.S. Hooda","Haryana Agricultural University","Department of Soil Science",981000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_19"
"20","Indian Space Research Organisation","Resoures Utilisation Pattern and its impact on the biodiversity in the Lake Region of District Nainital, Kumaon Himalaya, using RS & GIS","P.C. Tiwari","Kumaun University","Department of Geography",683000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_20"
"21","Indian Space Research Organisation","Estimation of Rain parameters from doppler radars","Sanjay Sharma","Kohima Science College","Jotsoma",350000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_21"
"22","Indian Space Research Organisation","Satellite astrometry using radio interferometric techniques","C.R. Subramanya","Raman Research Laboratory","C.V. Raman Avenue",2460000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_22"
"23","Indian Space Research Organisation","Special course at the M.Sc.(Physics) level in Space Physics and Astronomy","S.B. Patel","Bombay University","Department of Physics, Lokmanya Tilak Bhawan, Vidyanagari, Santacruz (E)",665000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_23"
"24","Indian Space Research Organisation","Fluid dynamic analysis of capillary flow in satellite fuel tanks under microgravity conditions","P.N. Shankar","National Aerospace Laboratories","CTFD Division",241000,12,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_24"
"25","Indian Space Research Organisation","Study of Microwave Ceramics","S.L. Srivastava","Allahabad University","Department of Physics",501000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_25"
"26","Indian Space Research Organisation","Mathematical modelling of the Atmosphere: GCM & Chaos Models","A.C. Pandy","Allahabad University","Department of Physics",1008000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_26"
"27","Indian Space Research Organisation","Study of laser induced fluorescnce (LIF) spectra of vegetation & water bodies","Ram Gopal","Allahabad University","Department of Physics",586000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_27"
"28","Indian Space Research Organisation","Investigations of Middle Atmosphere using MST Radar","I.M.l. Das","Allahabad University","Department of Physics",300000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_28"
"29","Indian Space Research Organisation","Theoretical and computer simulation studies of rorating liquid mirror telescope","A.K. Gupta","Allahabad University","JK Institute of Applied Plhysics",792000,24,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_29"
"30","Indian Space Research Organisation","Quantum optics and quantum teleportation of information and their applications to space physics","Hari Prakash","Allahabad University","Department of Physics",414000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_30"
"31","Indian Space Research Organisation","Central computer facility for space science related projects at Allahabad University","S.L. Srivastava","Allahabad University","Department of Physics",2620000,12,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_31"
"32","Indian Space Research Organisation","Surface tension-driven gas-liquid flows under microgravity conditions: measurements and CFD predictions","Sreenivas Jayanti","SAC"," ",1274000,36,"2000-01","ISRO","Indian Rupees","Months","ISRO_2000-01_32"
"33","Indian Space Research Organisation","Study of short period gravity waves and associated  momentum fluxes in the tropical middle atmosphere using MST radar lidar","N.K. Iyer","Saurashtra University","Department of Atmospheric Physics",386000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_1"
"34","Indian Space Research Organisation","VHF Radar measurement of momentum fluxes of gravity waves and tides in the lower atmosphere over a tropical station","G. Dutta","Anwalul-Uloom College","Department of Atmospheric Science",502000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_2"
"35","Indian Space Research Organisation","A study of coupling between radiometer measured aerosols and radar sensitive","Y.J. Rao","Indian Institute of Tropical Meteorology","Department of Atmospheric Science",635000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_3"
"36","Indian Space Research Organisation","Studies of aerosols climatology and effects in relation to atmospheric aerosol research for GBP applications","P.K. Umesha","Mysore University","Department of Atmospheric Physics",854000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_4"
"37","Indian Space Research Organisation","Synthesis of biomolecules during star formation and their detection with microwave and milimetre wave grating","S. Chakraborty","Centre for Space Physics","Department of Astrophysics",585000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_5"
"38","Indian Space Research Organisation","Quantifying the Methane flux from cattle manure dumps in the rural areas","S.L. Belagali","Mysore University","Department of Atmospheric Physics",503000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_6"
"39","Indian Space Research Organisation","Modulation of galactic cosmic ray intensity in the three-dimensional heliosphere","Badruddin","Aligarh Muslim University","Department of Physics",510000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_7"
"40","Indian Space Research Organisation","Plasma conditions in the inner Corona","B.N. Dwivedi","Banaras Hindu University","Department of Applied Physics, Institute of Technology",804000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_8"
"41","Indian Space Research Organisation","Development of image compression algorithms using EZW, SPIHT and PZW coding techniques","Z. Arivazhagen","Mepco Schlenk Engineering College","Virudhunagar",339000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_9"
"42","Indian Space Research Organisation","Development of intelligent pressure sensors for dynamic environment","J.C. Patra","Regional Engineering College","Department of Engineering",445000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_10"
"43","Indian Space Research Organisation","Object based software fault tolerant architecture for real time application","P.K. Das","Jadavpur University","Department of Computer Science & Engineering",530000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_11"
"44","Indian Space Research Organisation","Automatic generation of test vectors for VLSI design","A. Chitra","PSG College of Technology","Department of Computer Science & Technology",300000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_12"
"45","Indian Space Research Organisation","Buckling and non-linear postbuckling analysis of stiffened composite shells based on wavelet Galerkin projection","L.S. Ramachandra","Indian Institute of Technology (Kh)","Department of Civil Engineering",697000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_13"
"46","Indian Space Research Organisation","Epoxy resin engineering thermoplastic blends: miscibility phase morphology crystallisation & ultimate properties","S. Thomas","Mahatma Gandhi University","School of Chemical Sciences, Priyadarsini Hills",743000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_14"
"47","Indian Space Research Organisation","Liquid sloshing in spherical tanks under microgravity conditions","R. Kidambi","National Aerospace Laboratories","Scientist CTFD Division",1370000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_15"
"48","Indian Space Research Organisation","Search for potential electrode materials for Li-Ion","I.N. Basumallick","Visva Bharati","Department of Chemistry",330000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_16"
"49","Indian Space Research Organisation","Preparation and characterisation of E-Glass fibre reinforces polyurethane matrix composites for space application","S.C. Sharma","R.V. College of Engineering","Department of Mechanical Engineering",700000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_17"
"50","Indian Space Research Organisation","Development of parallel/concurrent genetic algorithms for test cases/sequences generation of VLSI testing","K. Chandrasekaran","Karnataka Regional Engineering College","Department of Computer Engineering, Surathkal",490000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_18"
"51","Indian Space Research Organisation","Studies on the damage mechanics of composite structures","S. Kumar","National Metallurgical Laboratory","Burma Mines",400000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_19"
"52","Indian Space Research Organisation","Use of fibre-optic sensors for strain displacement and load measurement data acquisition transmission through FO Glass","S.K. Ghorai","Birla Institute of Technology","Department of Electronics & Communication Engineering, Mesra",973000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_20"
"53","Indian Space Research Organisation","Long term and short term shortline changes and sedimentation pattern along the coast between Honnavar and Bhatkal, Uttara Kannada District","V.S. Hegde","SDM College of Engineering and Technology","Dhavalagiri",623000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_21"
"54","Indian Space Research Organisation","Estimation and modelling of suspended sediments, fittorel, transport and coastal dynamics in the cristals waters of sourthern Karnataka","H.G. Bhat","Mangalore University","Mangalagangotry",830000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_22"
"55","Indian Space Research Organisation","Retrieval and bludgetting of soil moisture and data monitoring from IRS-P4 (OCEANSAT-1) mission data-climate of Andhra Pradesh","A.A.L.N. Sarma","Andhra University","Department of Meteorology & Oceanography",515000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_23"
"56","Indian Space Research Organisation","Study of mixed layer dynamics of the North Indian ocean using satellite data","B.S.R. Reddy","Andhra University","Department of Meteorology & Oceanography",878000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_24"
"57","Indian Space Research Organisation","Analysis of the precipitation, surface wind and water vapour the intencification of the tropical cyclones over Bay of Bengal using TRMM, MSMR and SSM/I data","D.V.B. Rao","Andhra University","Department of Meteorology & Oceanography",1635000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_25"
"58","Indian Space Research Organisation","Some studies on coastal upweling phenomena along the Indian coasts using satellite and hydrographic data","K.G. Reddy","Andhra University","Department of Meteorology & Oceanography",489000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_26"
"59","Indian Space Research Organisation","Design and development of RS based information system","E.V. Gangadharam","Andhra University","Centre for Marine Archaeology",620000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_27"
"60","Indian Space Research Organisation","An ecological account of the faunal biodiversity of Sriharikota Islan and its environs","A.R. Rahmani","Bombay Natural History Society"," ",709000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_28"
"61","Indian Space Research Organisation","Estimation of precipitation over Andhra Pradesh from satellite IR and NW data","O.S.R.U.B. Kumar","Andhra University","Department of Meteorology & Oceanography",570000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_29"
"62","Indian Space Research Organisation","Development of regional language interface for information retrieval from data base","S.M. Idicula","Cochin University of Science & Technology","Department of Computer Science",670000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_30"
"63","Indian Space Research Organisation","Development of RS and GIS based decision support from planning Mine closure for western coalfields","K. Pathak","Indian Institute of Technology (Kh)","Department of Mining Engineering",1156000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_31"
"64","Indian Space Research Organisation","Integrating RS data GIS & Hydrological modelling for assessment of rural water supplies","L. Nandagiri","Karnataka Regional Engineering College","Department of Applied Mechanical Hydraulics, Surathkal",827000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_32"
"65","Indian Space Research Organisation","Fractal image compression using neural network","R. Gopikakumari","Cochin University of Science & Technology","Centre For Artificial Intgelligence, Department of Electronics",969000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_33"
"66","Indian Space Research Organisation","Prediction of offshore and nearshore wave climate and sediment transport along the east coast of India using MSMR","U. Natesan","Anna University","Centre for Environmental Studies",713000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_34"
"67","Indian Space Research Organisation","Satellite data compresion and decompression","G. Singh","Motilal Nehru Regional Engineering College","Department of Computer Science & Engineering",700000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_35"
"68","Indian Space Research Organisation","National standing for digital geospatial metadata and software development for metadata toolbox","A.K. Pujari","Hyderabad University","Department of Computer and Information Science, P.O. Central University, Gachibowli",443000,24,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_36"
"69","Indian Space Research Organisation","Extraction of multispectral features from satellite imagery","A.K. Mandal","Jadavpur University","Department of Electronics & Telecommunications Engineering",832000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_37"
"70","Indian Space Research Organisation","Impact assessment of slope stability and sedimentation on land degradation processes in outer Garhwal Himalayan region","I.P. Pandey","D.A.V. (PG) College","Department of Chemistry",822000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_38"
"71","Indian Space Research Organisation","Knowledge based processing of epigraphy texts (Phase-II)","H.K.A. Devi","National Institute of Advanced Studies","Department of Computer Science & Automation, IISc Campus",1051000,36,"2001-02","ISRO","Indian Rupees","Months","ISRO_2001-02_39"
"72","Indian Space Research Organisation","Monitoring of flamingo's traditional ground and evaluation of alternate breeding ground for their conservation through remote sensing","A.C. Narayana","Gujarat Agricultural University","Department of Remote Sensing Biodiversity",705000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_1"
"73","Indian Space Research Organisation","Characterisation of Aerosols","S.K. Satheesh","Indian Institute of Science","Centre for Atmospheric & Oceanic Sciences",837000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_2"
"74","Indian Space Research Organisation","Geotechnical investigation of land instability in Kohima Town and along national highway 39, between Chumukedima and Senapati","G.T. Thong","Nagaland University","Department of Remote Sensing Geology",916000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_3"
"75","Indian Space Research Organisation","Identification of Paleo-Channels and reconstruction of past fluvial system of Kerala Region through remote sensing application","A.C. Narayana","Cochin University of Science & Technology","Department of Remote Sensing Geology",876000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_4"
"76","Indian Space Research Organisation","Integrated coastal zone management and ecological evaluation of Vedaranyam coast using remote Sensing and GIS","M. Ramamlingam","Anna University","Institute of Remote Sensing",982000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_5"
"77","Indian Space Research Organisation","LITHYER: Lithological Discrimination using hyperspectral data and its comparative evaluation with satellite data","C.J. Kumanan","Bharathidasan University","Department of Remote Sensing Image Processing",900000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_6"
"78","Indian Space Research Organisation","Short term risk assessment due to evolving debris clouds in low earth orbits","M.R. Ananthasayanam","Indian Institute of Science","Department of Space Physics",671000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_7"
"79","Indian Space Research Organisation","Studies on aerosol monitoring and their impact on atomosphere","S.J. Reddy","Sri Venkateswara University"," ",1030000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_8"
"80","Indian Space Research Organisation","Study on intracratonic deformation and landform development in Central Aravalli terrane, Rajasthan using Space imagery","S.S. Roy","Birla Institute of Scientific Research","Department of Remote Sensing Geology, Statue Circle",690000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_9"
"81","Indian Space Research Organisation","Urban squalor has a facet of urban landscape environment issue from Hyderabad","K. Markandey","Osmania University","Department of Remote Geology",291000,12,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_10"
"82","Indian Space Research Organisation","An improved finite element model and solution procedure for damage tolernce analysis of spacecraft shell structures","S.R. Shankapal","M.S.Ramaiah School of Advanced Studies","Department of L.V. Structures, Gnanagangothri Campus, New BEL Road",800000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_11"
"83","Indian Space Research Organisation","Applications of chaos theory to 2-D interpolation of irregular data set immage compression","P.G. Vaidya","National Institute of Advanced Studies","Department of Remote Sensing Image Processing",800000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_12"
"84","Indian Space Research Organisation","Computational intelligence approaches to design land cover classifiers with emphasize on universal land cover classifiers","N.R. Pal","Indian Statistical Institute","Department of Remote Sensing Image Processing, 203, Barrackpore Trunk Road",1325000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_13"
"85","Indian Space Research Organisation","Content based retrieval of remotely sensed data","A.K. Pujari","Hyderabad University","Department of Remote Sensing Image Processing, P.O. Central University",2057000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_14"
"86","Indian Space Research Organisation","Design and development of active filters and oscillators to operate at low frequencies","D. Pal","Birla Institute of Technology","Department of Electronics",450000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_15"
"87","Indian Space Research Organisation","Design, development and optimisation of anodic bonding process for MEMS applications","G.M. Rao","Indian Institute of Science","Department of Space Materials",823000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_16"
"88","Indian Space Research Organisation","Design, development and realisation of a ultra-high temperature sensor to measure very high process temperatures in applications like electron beam welding, vacuum brazing and annealing of metallic components","M.G. Krishna","Hyderabad University","Department of Electronics",733000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_17"
"89","Indian Space Research Organisation","Development and performance analysis of silica/phenolic resin composites for usage in spacecrafts","A.V. Rajulu","Sri Krishnadevaraya University","Department of Composites",482000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_18"
"90","Indian Space Research Organisation","Development of an indigenous Block cipher scheme for ISRO"," ","Indian Statistical Institute","Department of Remote Sensing Image Processing, 203, Barrackpore Trung Road",566000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_19"
"91","Indian Space Research Organisation","Development of techniques for fabrication of PEEK/CF COMPOSITES and characterisation","M.S.S. Devi","Anna University","Department of Composites",451000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_20"
"92","Indian Space Research Organisation","Dynamic modelling for pattern recognition using artificial neural networks","R. Govil","Banasthali Vidhyapeeth","Department of Remote Sensing Processing",649000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_21"
"93","Indian Space Research Organisation","Epoxy resin/engineering thermoplastic blends: miscibility phase morphology crystallisation & ultimate properties","S. Thomas","Mahatma Gandhi University","Department of Space Materials, Priyadarsini Hills P.O.",743000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_22"
"94","Indian Space Research Organisation","Evaluation of reliability of a unit of flight control software","A. Dewanji","Indian Statistical Institute","Department of Avionics, 203, Barrackpore Trunk Road",520000,12,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_23"
"95","Indian Space Research Organisation","Evolution of ground water potential zones using remote sensing and GIS techniques in the hilly terrains of Devak-rui watershed Jammu District, J&K State","A.S. Jasrotia","Jammu University","Department of Remote Sensing Hydrology",917000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_24"
"96","Indian Space Research Organisation","Mathematical modelling and computer simulation to predict friction and wear performance of solid lubricant coatings","N. Viswanath","M.S.Ramaiah School of Advanced Studies","Department of Avionics, Gananagangothri Campus New BEL Road",1200000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_25"
"97","Indian Space Research Organisation","Precise location of INSAT using connected element interferrometer","C.R. Subrahmanya","Raman Research Institute","Department of Space Communication",3650000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_26"
"98","Indian Space Research Organisation","Reliability assessment of a solid rocket motor with limited data","D. Sengupta","Indian Statistical Institute","Department of Launch Vehicle Technology, 203, Barrackpore Trunk Road",520000,12,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_27"
"99","Indian Space Research Organisation","Steganographic schemes for satellite images","S. Maitra","Indian Statistical Institute","Department of Remote Sensing Image Processing, 203, Barrackpore Trunk Road",542000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_28"
"100","Indian Space Research Organisation","Studies on the damage mechanics of composite structures","S. Kumar","National Metallurgical Laboratory","Department of Composites",400000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_29"
"101","Indian Space Research Organisation","Visual Cryptographic Schemes","B.K. Roy","Indian Statistical Institute","Department of Remote Sensing Image Processing, 203, Barrackpore Trunk Road",704000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_30"
"102","Indian Space Research Organisation","Development of land cover classification methodology with fusion of data from different sensors","A. Sarkar","Indian Institute of Technology (Kh)","Department of Mathematics",949000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_31"
"103","Indian Space Research Organisation","Development and characterisation of organic and polymeric nonlinear optical materials relevant to space technology","V.S.J. Kumar","Mar Ivanios College","Department of Space Material",592000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_32"
"104","Indian Space Research Organisation","Estimtion of dissociation energy of diatomic molecules of interest in cometary studies","R.R. Reddy","Sri Krishnadevaraya University"," ",296000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_33"
"105","Indian Space Research Organisation","Identification of characterisation of passive detection materials for heavy ion detection","S.K. Saha","Bose Institute","93/1, A P C Road",805000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_34"
"106","Indian Space Research Organisation","Investigations of the structure and evaluation of selected interstellar bubble","B.A. Kagali","Bangalore University","Jnana Bharathi",607000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_35"
"107","Indian Space Research Organisation","Photochemical metallodendritic supramolecular assemblies as light harvesting antennas","V. Alexander","Loyola College","Department of Electronics",500000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_36"
"108","Indian Space Research Organisation","Study of polarization properties of radiation emmitted from accretion disks around compact objects","S.K. Burman","Centre for Space Physics"," ",571000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_37"
"109","Indian Space Research Organisation","Study of short period gravity waves and associated momentum fluxes in the tropical middle atmosphere using MST radar Lidar","K N Iyer","Saurashtra University","Department of Physics",386000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_38"
"110","Indian Space Research Organisation","Atmospheric Electricity, Electrical conductivity of middle Atmosphere and Schumann Resonance","S.S. De","Calcutta University","S.K. Mitra Centre for Research in Space Environment, Deptt. Of Radio Physics and Electronics",1448000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_39"
"111","Indian Space Research Organisation","Biomimetic synthesis of inorganic materials under microgravity","A. Sinha","National Metallurgical Laboratory","Materials Characterization Division",1480000,24,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_40"
"112","Indian Space Research Organisation","Lower Atmospheric Chemistry: Emission of greenhouse gases from agricultural system, aerosol and other trace gases from urban and remote areas of West Bengal","N. Purkait","Calcutta University","Centre for Research in Space Environment",2501000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_41"
"113","Indian Space Research Organisation","Radio Remote Sensing of the Atmospheric: Radio Remote Sensing of Tropical Rain and Water Vapour and related communication aspects","A. Maitra","Calcutta University","S.K. Mitra Centre for Research in Space Environment, Deptt. of Radio Physics and Electronics",1927000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_42"
"114","Indian Space Research Organisation","Space Weather","A. Dasgupta","Calcutta University","S.K. Mitra Centre for Research in Space Environment, Deptt. Of Radio Physics and Electronics",1406000,36,"2002-03","ISRO","Indian Rupees","Months","ISRO_2002-03_43"
"115","Indian Space Research Organisation","Quantum Optics and Quantum Teleportation of Information and their Applications to Space Physics","S.L. Srivastava","Allahabad University","M.N. Saha Centre for Space Studies, Institute of Inter-Disciplinary Studies",726000,36,"2003-04","ISRO","Indian Rupees","Months","ISRO_2003-04_1"
"116","Indian Space Research Organisation","Study of Middle Atmosphere and Stratosphere-Troposphere Exchange by Investigating Tropopause Variability at different time Scale Using MST Radar","S.L. Srivastava","Allahabad University","M.N. Saha Centre for Space Studies, Institute of Inter-Disciplinary Studies",907500,36,"2003-04","ISRO","Indian Rupees","Months","ISRO_2003-04_2"
"117","Indian Space Research Organisation","Study of Laser Induced Florescence (LIF) Spectra of Vegetation and Water Bodies","S.L. Srivastava","Allahabad University","M.N. Saha Centre for Space Studies, Institute of Inter-Disciplinary Studies",283700,12,"2003-04","ISRO","Indian Rupees","Months","ISRO_2003-04_3"
"118","Indian Space Research Organisation","Rheology and Dynamics of Granular Materials: The role of Gravity","P.R. Nott","Indian Institute of Science","Department of Chemical Engineering",573000,24,"2003-04","ISRO","Indian Rupees","Months","ISRO_2003-04_4"
